Tournament,surface,Date,HomeTeam,AwayTeam,score,round,Surface,FTR
Tokyo,Hard,20240925,Tommy Paul,Matteo Arnaldi,6-3 6-2,R32,Hard,H
Tokyo,Hard,20240925,Holger Rune,Alejandro Tabilo,6-2 5-7 6-4,R32,Hard,H
Tokyo,Hard,20240925,Brandon Nakashima,Frances Tiafoe,7-5 6-3,R32,Hard,H
Tokyo,Hard,20240925,Ben Shelton,Reilly Opelka,3-6 6-1 6-4,R32,Hard,H
Tokyo,Hard,20240925,Matteo Berrettini,Botic Van De Zandschulp,6-3 6-4,R32,Hard,H
Tokyo,Hard,20240925,Jack Draper,Mattia Bellucci,6-4 6-2,R32,Hard,H
Tokyo,Hard,20240925,Ugo Humbert,Shintaro Mochizuki,6-1 6-2,R32,Hard,H
Tokyo,Hard,20240925,Tomas Machac,Alexei Popyrin,6-3 6-7(5) 7-5,R32,Hard,H
Tokyo,Hard,20240925,Mariano Navone,Luciano Darderi,6-4 6-4,R32,Hard,H
Tokyo,Hard,20240925,Kei Nishikori,Marin Cilic,6-4 3-6 6-3,R32,Hard,H
Tokyo,Hard,20240925,Yoshihito Nishioka,Felix Auger Aliassime,7-6(5) 3-6 7-6(5),R32,Hard,H
Tokyo,Hard,20240925,Christopher Oconnell,Tomas Martin Etcheverry,6-4 7-6(5),R32,Hard,H
Beijing,Hard,20240926,Carlos Alcaraz,Jannik Sinner,6-7(6) 6-4 7-6(3),F,Hard,H
Beijing,Hard,20240926,Jannik Sinner,Bu Yunchaokete,6-3 7-6(3),SF,Hard,H
Beijing,Hard,20240926,Carlos Alcaraz,Daniil Medvedev,7-5 6-3,SF,Hard,H
Beijing,Hard,20240926,Jannik Sinner,Jiri Lehecka,6-2 7-6(6),QF,Hard,H
Beijing,Hard,20240926,Carlos Alcaraz,Karen Khachanov,7-5 6-2,QF,Hard,H
Beijing,Hard,20240926,Daniil Medvedev,Flavio Cobolli,6-2 6-4,QF,Hard,H
Beijing,Hard,20240926,Bu Yunchaokete,Andrey Rublev,7-5 6-4,QF,Hard,H
Beijing,Hard,20240926,Jannik Sinner,Roman Safiullin,3-6 6-2 6-3,R16,Hard,H
Beijing,Hard,20240926,Carlos Alcaraz,Tallon Griekspoor,6-1 6-2,R16,Hard,H
Beijing,Hard,20240926,Daniil Medvedev,Adrian Mannarino,7-6(6) 6-2,R16,Hard,H
Beijing,Hard,20240926,Andrey Rublev,Alejandro Davidovich Fokina,6-4 7-5,R16,Hard,H
Beijing,Hard,20240926,Bu Yunchaokete,Lorenzo Musetti,6-2 6-4,R16,Hard,H
Beijing,Hard,20240926,Karen Khachanov,Francisco Cerundolo,7-6(4) 7-6(9),R16,Hard,H
Beijing,Hard,20240926,Flavio Cobolli,Pavel Kotov,6-4 6-2,R16,Hard,H
Beijing,Hard,20240926,Jiri Lehecka,Roberto Bautista Agut,3-6 6-2 6-1,R16,Hard,H
Beijing,Hard,20240926,Jannik Sinner,Nicolas Jarry,4-6 6-3 6-1,R32,Hard,H
Beijing,Hard,20240926,Carlos Alcaraz,Giovanni Mpetshi Perricard,6-4 6-4,R32,Hard,H
Beijing,Hard,20240926,Daniil Medvedev,Gael Monfils,6-3 6-4,R32,Hard,H
Beijing,Hard,20240926,Andrey Rublev,Pablo Carreno Busta,6-0 4-6 6-4,R32,Hard,H
Beijing,Hard,20240926,Lorenzo Musetti,Zizou Bergs,7-5 4-6 6-3,R32,Hard,H
Beijing,Hard,20240926,Karen Khachanov,Roberto Carballes Baena,6-4 6-4,R32,Hard,H
Beijing,Hard,20240926,Flavio Cobolli,Alexander Bublik,4-6 6-1 7-6(4),R32,Hard,H
Beijing,Hard,20240926,Roberto Bautista Agut,Arthur Rinderknech,6-3 6-4,R32,Hard,H
Beijing,Hard,20240926,Bu Yunchaokete,Juncheng Shang,6-7(3) 6-2 6-4,R32,Hard,H
Beijing,Hard,20240926,Francisco Cerundolo,Jakub Mensik,7-6(4) 6-1,R32,Hard,H
Beijing,Hard,20240926,Alejandro Davidovich Fokina,Zhizhen Zhang,6-3 4-6 6-3,R32,Hard,H
Beijing,Hard,20240926,Tallon Griekspoor,Miomir Kecmanovic,6-7(3) 6-4 6-3,R32,Hard,H
Beijing,Hard,20240926,Pavel Kotov,Yi Zhou,1-6 6-3 7-5,R32,Hard,H
Beijing,Hard,20240926,Jiri Lehecka,Pedro Martinez,7-6(4) 6-2,R32,Hard,H
Beijing,Hard,20240926,Adrian Mannarino,Lorenzo Sonego,1-6 6-2 6-3,R32,Hard,H
Beijing,Hard,20240926,Roman Safiullin,Stan Wawrinka,6-3 6-4,R32,Hard,H
Shanghai Masters,Hard,20241002,Jannik Sinner,Novak Djokovic,7-6(4) 6-3,F,Hard,H
Shanghai Masters,Hard,20241002,Jannik Sinner,Tomas Machac,6-4 7-5,SF,Hard,H
Shanghai Masters,Hard,20241002,Novak Djokovic,Taylor Fritz,6-4 7-6(6),SF,Hard,H
Shanghai Masters,Hard,20241002,Jannik Sinner,Daniil Medvedev,6-1 6-4,QF,Hard,H
Shanghai Masters,Hard,20241002,Tomas Machac,Carlos Alcaraz,7-6(5) 7-5,QF,Hard,H
Shanghai Masters,Hard,20241002,Novak Djokovic,Jakub Mensik,6-7(4) 6-1 6-4,QF,Hard,H
Shanghai Masters,Hard,20241002,Taylor Fritz,David Goffin,6-3 6-4,QF,Hard,H
Shanghai Masters,Hard,20241002,Jannik Sinner,Ben Shelton,6-4 7-6(1),R16,Hard,H
Shanghai Masters,Hard,20241002,Daniil Medvedev,Stefanos Tsitsipas,7-6(3) 6-3,R16,Hard,H
Shanghai Masters,Hard,20241002,Carlos Alcaraz,Gael Monfils,6-4 7-5,R16,Hard,H
Shanghai Masters,Hard,20241002,Tomas Machac,Tommy Paul,3-6 6-4 6-3,R16,Hard,H
Shanghai Masters,Hard,20241002,Jakub Mensik,Grigor Dimitrov,6-3 3-6 6-4,R16,Hard,H
Shanghai Masters,Hard,20241002,Novak Djokovic,Roman Safiullin,6-3 6-2,R16,Hard,H
Shanghai Masters,Hard,20241002,Taylor Fritz,Holger Rune,6-1 6-2,R16,Hard,H
Shanghai Masters,Hard,20241002,David Goffin,Alexander Zverev,6-4 7-5,R16,Hard,H
Shanghai Masters,Hard,20241002,Jannik Sinner,Tomas Martin Etcheverry,6-7(3) 6-4 6-2,R32,Hard,H
Shanghai Masters,Hard,20241002,Ben Shelton,Roberto Carballes Baena,6-3 6-4,R32,Hard,H
Shanghai Masters,Hard,20241002,Stefanos Tsitsipas,Alexandre Muller,6-3 7-5,R32,Hard,H
Shanghai Masters,Hard,20241002,Daniil Medvedev,Matteo Arnaldi,5-7 6-4 6-4,R32,Hard,H
Shanghai Masters,Hard,20241002,Carlos Alcaraz,Yibing Wu,7-6(5) 6-3,R32,Hard,H
Shanghai Masters,Hard,20241002,Gael Monfils,Ugo Humbert,7-6(7) 2-6 6-1,R32,Hard,H
Shanghai Masters,Hard,20241002,Tommy Paul,Alejandro Tabilo,6-7(2) 7-6(6) 6-2,R32,Hard,H
Shanghai Masters,Hard,20241002,Tomas Machac,Aleksandar Vukic,6-4 6-2,R32,Hard,H
Shanghai Masters,Hard,20241002,Jakub Mensik,Alexander Shevchenko,6-1 6-7(5) 6-2,R32,Hard,H
Shanghai Masters,Hard,20241002,Grigor Dimitrov,Alexei Popyrin,7-6(5) 6-2,R32,Hard,H
Shanghai Masters,Hard,20241002,Roman Safiullin,Frances Tiafoe,5-7 7-5 7-6(5),R32,Hard,H
Shanghai Masters,Hard,20241002,Novak Djokovic,Flavio Cobolli,6-1 6-2,R32,Hard,H
Shanghai Masters,Hard,20241002,Taylor Fritz,Yosuke Watanuki,6-3 6-4,R32,Hard,H
Shanghai Masters,Hard,20241002,Holger Rune,Jiri Lehecka,6-4 7-5,R32,Hard,H
Shanghai Masters,Hard,20241002,David Goffin,Marcos Giron,1-6 6-3 7-5,R32,Hard,H
Shanghai Masters,Hard,20241002,Alexander Zverev,Tallon Griekspoor,7-6(6) 2-6 7-6(5),R32,Hard,H
Shanghai Masters,Hard,20241002,Jannik Sinner,Taro Daniel,6-1 6-4,R64,Hard,H
Shanghai Masters,Hard,20241002,Tomas Martin Etcheverry,Botic Van De Zandschulp,7-6(5) 3-6 7-5,R64,Hard,H
Shanghai Masters,Hard,20241002,Roberto Carballes Baena,Arthur Fils,7-6(4) 7-6(5),R64,Hard,H
Shanghai Masters,Hard,20241002,Ben Shelton,Denis Shapovalov,6-3 7-5,R64,Hard,H
Shanghai Masters,Hard,20241002,Stefanos Tsitsipas,Kei Nishikori,7-6(6) 6-4,R64,Hard,H
Shanghai Masters,Hard,20241002,Alexandre Muller,Felix Auger Aliassime,6-3 6-2,R64,Hard,H
Shanghai Masters,Hard,20241002,Matteo Arnaldi,Zachary Svajda,6-7(2) 6-2 6-4,R64,Hard,H
Shanghai Masters,Hard,20241002,Daniil Medvedev,Thiago Seyboth Wild,7-5 7-5,R64,Hard,H
Shanghai Masters,Hard,20241002,Carlos Alcaraz,Juncheng Shang,6-2 6-2,R64,Hard,H
Shanghai Masters,Hard,20241002,Yibing Wu,Nicolas Jarry,6-2 6-1,R64,Hard,H
Shanghai Masters,Hard,20241002,Gael Monfils,Sebastian Baez,6-3 4-6 6-4,R64,Hard,H
Shanghai Masters,Hard,20241002,Ugo Humbert,Arthur Cazaux,6-3 6-2,R64,Hard,H
Shanghai Masters,Hard,20241002,Tommy Paul,Fabio Fognini,6-1 6-3,R64,Hard,H
Shanghai Masters,Hard,20241002,Alejandro Tabilo,Arthur Rinderknech,6-3 6-2,R64,Hard,H
Shanghai Masters,Hard,20241002,Tomas Machac,Alejandro Davidovich Fokina,1-6 7-6(3) 6-4,R64,Hard,H
Shanghai Masters,Hard,20241002,Aleksandar Vukic,Casper Ruud,6-4 6-4,R64,Hard,H
Shanghai Masters,Hard,20241002,Jakub Mensik,Andrey Rublev,6-7(7) 6-4 6-3,R64,Hard,H
Shanghai Masters,Hard,20241002,Alexander Shevchenko,Francisco Cerundolo,7-6(7) 7-5,R64,Hard,H
Shanghai Masters,Hard,20241002,Alexei Popyrin,Miomir Kecmanovic,6-3 6-2,R64,Hard,H
Shanghai Masters,Hard,20241002,Grigor Dimitrov,Zizou Bergs,6-3 3-6 6-2,R64,Hard,H
Shanghai Masters,Hard,20241002,Frances Tiafoe,Yi Zhou,6-2 6-4,R64,Hard,H
Shanghai Masters,Hard,20241002,Roman Safiullin,Alexander Bublik,6-4 6-2,R64,Hard,H
Shanghai Masters,Hard,20241002,Flavio Cobolli,Stan Wawrinka,6-7(6) 7-6(4) 6-3,R64,Hard,H
Shanghai Masters,Hard,20241002,Novak Djokovic,Alex Michelsen,7-6(3) 7-6(9),R64,Hard,H
Shanghai Masters,Hard,20241002,Taylor Fritz,Terence Atmane,7-6(4) 7-6(5),R64,Hard,H
Shanghai Masters,Hard,20241002,Yosuke Watanuki,Brandon Nakashima,7-6(4) 6-3,R64,Hard,H
Shanghai Masters,Hard,20241002,Jiri Lehecka,Jaume Munar,7-6(6) 6-4,R64,Hard,H
Shanghai Masters,Hard,20241002,Holger Rune,Matteo Berrettini,4-6 6-4 6-3,R64,Hard,H
Shanghai Masters,Hard,20241002,David Goffin,Lorenzo Musetti,1-6 7-6(6) 6-2,R64,Hard,H
Shanghai Masters,Hard,20241002,Marcos Giron,Karen Khachanov,6-4 6-3,R64,Hard,H
Shanghai Masters,Hard,20241002,Tallon Griekspoor,Jordan Thompson,6-3 6-2,R64,Hard,H
Shanghai Masters,Hard,20241002,Alexander Zverev,Mattia Bellucci,6-4 6-2,R64,Hard,H
Shanghai Masters,Hard,20241002,Taro Daniel,Egor Gerasimov,6-7(5) 6-3 6-4,R128,Hard,H
Shanghai Masters,Hard,20241002,Botic Van De Zandschulp,Pablo Carreno Busta,7-6(5) 6-2,R128,Hard,H
Shanghai Masters,Hard,20241002,Roberto Carballes Baena,Roberto Bautista Agut,3-6 6-3 6-2,R128,Hard,H
Shanghai Masters,Hard,20241002,Denis Shapovalov,Lorenzo Sonego,7-6(5) 7-6(8),R128,Hard,H
Shanghai Masters,Hard,20241002,Kei Nishikori,Mariano Navone,3-6 6-4 6-3,R128,Hard,H
Shanghai Masters,Hard,20241002,Alexandre Muller,Luca Nardi,4-6 6-1 6-1,R128,Hard,H
Shanghai Masters,Hard,20241002,Zachary Svajda,Adrian Mannarino,6-3 1-6 6-0,R128,Hard,H
Shanghai Masters,Hard,20241002,Thiago Seyboth Wild,Daniel Evans,6-2 4-6 7-6(3),R128,Hard,H
Shanghai Masters,Hard,20241002,Juncheng Shang,Coleman Wong,6-4 6-4,R128,Hard,H
Shanghai Masters,Hard,20241002,Yibing Wu,Sumit Nagal,6-3 6-3,R128,Hard,H
Shanghai Masters,Hard,20241002,Gael Monfils,Damir Dzumhur,6-4 6-3,R128,Hard,H
Shanghai Masters,Hard,20241002,Arthur Cazaux,Marin Cilic,6-4 6-4,R128,Hard,H
Shanghai Masters,Hard,20241002,Fabio Fognini,Luciano Darderi,6-4 6-7(5) 6-4,R128,Hard,H
Shanghai Masters,Hard,20241002,Arthur Rinderknech,Reilly Opelka,6-4 7-6(5),R128,Hard,H
Shanghai Masters,Hard,20241002,Alejandro Davidovich Fokina,Gabriel Diallo,7-5 7-6(7),R128,Hard,H
Shanghai Masters,Hard,20241002,Aleksandar Vukic,Corentin Moutet,2-6 6-3 6-4,R128,Hard,H
Shanghai Masters,Hard,20241002,Jakub Mensik,Pedro Martinez,6-1 5-7 6-4,R128,Hard,H
Shanghai Masters,Hard,20241002,Alexander Shevchenko,Ramkumar Ramanathan,6-1 7-6(3),R128,Hard,H
Shanghai Masters,Hard,20241002,Miomir Kecmanovic,Rinky Hijikata,6-2 6-2,R128,Hard,H
Shanghai Masters,Hard,20241002,Zizou Bergs,Zhizhen Zhang,6-4 6-3,R128,Hard,H
Shanghai Masters,Hard,20241002,Yi Zhou,Yoshihito Nishioka,2-4 RET,R128,Hard,H
Shanghai Masters,Hard,20241002,Roman Safiullin,Beibit Zhukayev,7-6(0) 6-4,R128,Hard,H
Shanghai Masters,Hard,20241002,Stan Wawrinka,Giovanni Mpetshi Perricard,7-6(2) 7-6(6),R128,Hard,H
Shanghai Masters,Hard,20241002,Alex Michelsen,Bu Yunchaokete,6-3 6-4,R128,Hard,H
Shanghai Masters,Hard,20241002,Terence Atmane,Aleksandar Kovacevic,6-4 7-6(4),R128,Hard,H
Shanghai Masters,Hard,20241002,Yosuke Watanuki,Pavel Kotov,6-7(6) 6-4 7-5,R128,Hard,H
Shanghai Masters,Hard,20241002,Jaume Munar,Hugo Gaston,6-3 6-3,R128,Hard,H
Shanghai Masters,Hard,20241002,Matteo Berrettini,Christopher Oconnell,7-6(9) 7-6(6),R128,Hard,H
Shanghai Masters,Hard,20241002,David Goffin,James Duckworth,6-4 6-2,R128,Hard,H
Shanghai Masters,Hard,20241002,Marcos Giron,Li Tu,6-1 7-6(4),R128,Hard,H
Shanghai Masters,Hard,20241002,Tallon Griekspoor,Facundo Diaz Acosta,6-4 6-7(6) 6-3,R128,Hard,H
Shanghai Masters,Hard,20241002,Mattia Bellucci,Billy Harris,6-3 6-4,R128,Hard,H
Almaty,Hard,20241014,Karen Khachanov,Gabriel Diallo,6-2 5-7 6-3,F,Hard,H
Almaty,Hard,20241014,Karen Khachanov,Aleksandar Vukic,6-7(3) 6-3 6-4,SF,Hard,H
Almaty,Hard,20241014,Gabriel Diallo,Francisco Cerundolo,6-4 6-2,SF,Hard,H
Almaty,Hard,20241014,Aleksandar Vukic,Frances Tiafoe,6-2 7-6(11),QF,Hard,H
Almaty,Hard,20241014,Karen Khachanov,Beibit Zhukayev,6-2 6-4,QF,Hard,H
Almaty,Hard,20241014,Francisco Cerundolo,Alexander Shevchenko,6-2 6-3,QF,Hard,H
Almaty,Hard,20241014,Gabriel Diallo,Alejandro Tabilo,3-6 6-3 6-4,QF,Hard,H
Almaty,Hard,20241014,Frances Tiafoe,Daniel Evans,6-7(10) 7-6(4) 6-3,R16,Hard,H
Almaty,Hard,20241014,Aleksandar Vukic,Adrian Mannarino,7-6(4) 6-3,R16,Hard,H
Almaty,Hard,20241014,Karen Khachanov,Otto Virtanen,7-6(2) 7-6(3),R16,Hard,H
Almaty,Hard,20241014,Beibit Zhukayev,Tomas Machac,3-1 RET,R16,Hard,H
Almaty,Hard,20241014,Alexander Shevchenko,Aslan Karatsev,6-1 6-7(5) 7-5,R16,Hard,H
Almaty,Hard,20241014,Francisco Cerundolo,Justin Engel,6-4 7-6(3),R16,Hard,H
Almaty,Hard,20241014,Gabriel Diallo,Borna Coric,7-6(1) 6-4,R16,Hard,H
Almaty,Hard,20241014,Alejandro Tabilo,Maximilian Marterer,6-2 6-4,R16,Hard,H
Almaty,Hard,20241014,Daniel Evans,Taro Daniel,6-2 7-6(4),R32,Hard,H
Almaty,Hard,20241014,Aleksandar Vukic,James Duckworth,6-4 7-5,R32,Hard,H
Almaty,Hard,20241014,Adrian Mannarino,Roman Safiullin,5-7 7-6(4) 6-3,R32,Hard,H
Almaty,Hard,20241014,Otto Virtanen,Fabio Fognini,6-3 7-6(4),R32,Hard,H
Almaty,Hard,20241014,Beibit Zhukayev,Benjamin Hassan,6-4 6-1,R32,Hard,H
Almaty,Hard,20241014,Tomas Machac,Timofey Skatov,6-3 6-4,R32,Hard,H
Almaty,Hard,20241014,Aslan Karatsev,Zhizhen Zhang,6-4 7-6(2),R32,Hard,H
Almaty,Hard,20241014,Alexander Shevchenko,Mikhail Kukushkin,7-6(5) 7-6(4),R32,Hard,H
Almaty,Hard,20241014,Justin Engel,Coleman Wong,7-5 6-4,R32,Hard,H
Almaty,Hard,20241014,Borna Coric,Fabian Marozsan,6-4 7-6(4),R32,Hard,H
Almaty,Hard,20241014,Gabriel Diallo,Christopher Oconnell,7-6(5) 6-2,R32,Hard,H
Almaty,Hard,20241014,Maximilian Marterer,Damir Dzumhur,7-5 6-4,R32,Hard,H
Antwerp,Hard,20241014,Roberto Bautista Agut,Jiri Lehecka,7-5 6-1,F,Hard,H
Antwerp,Hard,20241014,Roberto Bautista Agut,Hugo Gaston,6-3 6-4,SF,Hard,H
Antwerp,Hard,20241014,Jiri Lehecka,Marcos Giron,6-3 4-6 6-2,SF,Hard,H
Antwerp,Hard,20241014,Hugo Gaston,Alex De Minaur,6-3 3-6 7-5,QF,Hard,H
Antwerp,Hard,20241014,Roberto Bautista Agut,Felix Auger Aliassime,3-6 6-2 7-6(6),QF,Hard,H
Antwerp,Hard,20241014,Marcos Giron,Zizou Bergs,6-2 6-2,QF,Hard,H
Antwerp,Hard,20241014,Jiri Lehecka,Stefanos Tsitsipas,6-4 6-4,QF,Hard,H
Antwerp,Hard,20241014,Alex De Minaur,Roberto Carballes Baena,2-6 6-4 6-2,R16,Hard,H
Antwerp,Hard,20241014,Hugo Gaston,Mariano Navone,6-4 6-7(3) 7-6(4),R16,Hard,H
Antwerp,Hard,20241014,Felix Auger Aliassime,Marton Fucsovics,6-7(4) 6-4 6-2,R16,Hard,H
Antwerp,Hard,20241014,Roberto Bautista Agut,Tomas Martin Etcheverry,7-6(2) 6-4,R16,Hard,H
Antwerp,Hard,20241014,Marcos Giron,Arthur Rinderknech,7-6(6) 7-6(4),R16,Hard,H
Antwerp,Hard,20241014,Zizou Bergs,Sebastian Baez,6-3 6-4,R16,Hard,H
Antwerp,Hard,20241014,Jiri Lehecka,Daniel Altmaier,6-4 6-3,R16,Hard,H
Antwerp,Hard,20241014,Stefanos Tsitsipas,Thiago Seyboth Wild,7-6(5) 4-6 7-5,R16,Hard,H
Antwerp,Hard,20241014,Roberto Carballes Baena,Dominik Koepfer,6-4 6-0,R32,Hard,H
Antwerp,Hard,20241014,Hugo Gaston,Alexey Vatutin,3-6 6-3 6-3,R32,Hard,H
Antwerp,Hard,20241014,Mariano Navone,Thiago Monteiro,6-3 4-6 7-6(6),R32,Hard,H
Antwerp,Hard,20241014,Marton Fucsovics,Raphael Collignon,6-2 6-0,R32,Hard,H
Antwerp,Hard,20241014,Roberto Bautista Agut,Luca Van Assche,6-2 6-1,R32,Hard,H
Antwerp,Hard,20241014,Tomas Martin Etcheverry,Richard Gasquet,7-6(4) 6-4,R32,Hard,H
Antwerp,Hard,20241014,Marcos Giron,Botic Van De Zandschulp,6-4 6-1,R32,Hard,H
Antwerp,Hard,20241014,Arthur Rinderknech,Alexander Blockx,6-3 6-1,R32,Hard,H
Antwerp,Hard,20241014,Zizou Bergs,Facundo Diaz Acosta,7-5 6-4,R32,Hard,H
Antwerp,Hard,20241014,Jiri Lehecka,Jaume Munar,6-1 6-4,R32,Hard,H
Antwerp,Hard,20241014,Daniel Altmaier,Gilles Arnaud Bailly,6-4 6-3,R32,Hard,H
Antwerp,Hard,20241014,Thiago Seyboth Wild,Giovanni Mpetshi Perricard,7-6(4) 6-3,R32,Hard,H
Stockholm,Hard,20241014,Tommy Paul,Grigor Dimitrov,6-4 6-3,F,Hard,H
Stockholm,Hard,20241014,Tommy Paul,Stan Wawrinka,6-3 6-2,SF,Hard,H
Stockholm,Hard,20241014,Grigor Dimitrov,Tallon Griekspoor,2-6 7-5 6-4,SF,Hard,H
Stockholm,Hard,20241014,Stan Wawrinka,Andrey Rublev,7-6(5) 7-6(5),QF,Hard,H
Stockholm,Hard,20241014,Tommy Paul,Miomir Kecmanovic,7-6(9) 6-2,QF,Hard,H
Stockholm,Hard,20241014,Grigor Dimitrov,Dominic Stricker,6-3 6-2,QF,Hard,H
Stockholm,Hard,20241014,Tallon Griekspoor,Casper Ruud,7-5 7-6(5),QF,Hard,H
Stockholm,Hard,20241014,Andrey Rublev,Alexandre Muller,6-4 6-1,R16,Hard,H
Stockholm,Hard,20241014,Stan Wawrinka,Alejandro Davidovich Fokina,6-4 3-6 7-5,R16,Hard,H
Stockholm,Hard,20241014,Tommy Paul,Laslo Djere,6-2 7-6(2),R16,Hard,H
Stockholm,Hard,20241014,Miomir Kecmanovic,Nicolas Jarry,6-4 4-6 7-6(2),R16,Hard,H
Stockholm,Hard,20241014,Dominic Stricker,Matteo Berrettini,7-6(6) 6-4,R16,Hard,H
Stockholm,Hard,20241014,Grigor Dimitrov,Quentin Halys,7-6(1) 6-3,R16,Hard,H
Stockholm,Hard,20241014,Tallon Griekspoor,Jacob Fearnley,7-6(0) 6-3,R16,Hard,H
Stockholm,Hard,20241014,Casper Ruud,Lorenzo Sonego,6-3 7-6(3),R16,Hard,H
Stockholm,Hard,20241014,Alexandre Muller,Leo Borg,6-3 7-6(5),R32,Hard,H
Stockholm,Hard,20241014,Alejandro Davidovich Fokina,Thiago Agustin Tirante,7-6(2) 6-2,R32,Hard,H
Stockholm,Hard,20241014,Stan Wawrinka,Brandon Nakashima,6-4 6-4,R32,Hard,H
Stockholm,Hard,20241014,Laslo Djere,Pedro Martinez,6-2 6-0,R32,Hard,H
Stockholm,Hard,20241014,Miomir Kecmanovic,Cameron Norrie,6-4 6-4,R32,Hard,H
Stockholm,Hard,20241014,Nicolas Jarry,Elias Ymer,2-6 6-4 7-6(7),R32,Hard,H
Stockholm,Hard,20241014,Matteo Berrettini,Luciano Darderi,6-4 6-3,R32,Hard,H
Stockholm,Hard,20241014,Dominic Stricker,Aleksandar Kovacevic,6-4 5-7 6-4,R32,Hard,H
Stockholm,Hard,20241014,Quentin Halys,Sumit Nagal,6-0 6-4,R32,Hard,H
Stockholm,Hard,20241014,Tallon Griekspoor,Pavel Kotov,6-4 6-3,R32,Hard,H
Stockholm,Hard,20241014,Jacob Fearnley,Corentin Moutet,6-2 7-6(5),R32,Hard,H
Stockholm,Hard,20241014,Lorenzo Sonego,Marc Andrea Huesler,7-6(1) 7-5,R32,Hard,H
Basel,Hard,20241021,Giovanni Mpetshi Perricard,Ben Shelton,6-4 7-6(4),F,Hard,H
Basel,Hard,20241021,Ben Shelton,Arthur Fils,6-3 7-6(9),SF,Hard,H
Basel,Hard,20241021,Giovanni Mpetshi Perricard,Holger Rune,7-6(6) 6-4,SF,Hard,H
Basel,Hard,20241021,Ben Shelton,Andrey Rublev,7-5 6-7(3) 6-4,QF,Hard,H
Basel,Hard,20241021,Arthur Fils,Stefanos Tsitsipas,7-6(5) 6-3,QF,Hard,H
Basel,Hard,20241021,Holger Rune,David Goffin,6-2 6-4,QF,Hard,H
Basel,Hard,20241021,Giovanni Mpetshi Perricard,Denis Shapovalov,6-7(7) 6-3 7-6(3),QF,Hard,H
Basel,Hard,20241021,Andrey Rublev,Alejandro Tabilo,7-6(3) 6-1,R16,Hard,H
Basel,Hard,20241021,Ben Shelton,Stan Wawrinka,7-6(2) 7-5,R16,Hard,H
Basel,Hard,20241021,Stefanos Tsitsipas,Botic Van De Zandschulp,7-6(3) 7-5,R16,Hard,H
Basel,Hard,20241021,Arthur Fils,Pedro Martinez,7-5 6-3,R16,Hard,H
Basel,Hard,20241021,David Goffin,Ugo Humbert,3-6 6-1 7-6(7),R16,Hard,H
Basel,Hard,20241021,Holger Rune,Dominic Stricker,6-3 7-6(2),R16,Hard,H
Basel,Hard,20241021,Giovanni Mpetshi Perricard,Felix Auger Aliassime,6-1 7-6(6),R16,Hard,H
Basel,Hard,20241021,Denis Shapovalov,Roberto Bautista Agut,6-3 7-6(4),R16,Hard,H
Basel,Hard,20241021,Andrey Rublev,Nuno Borges,6-3 6-2,R32,Hard,H
Basel,Hard,20241021,Alejandro Tabilo,Marin Cilic,7-6(4) 7-6(2),R32,Hard,H
Basel,Hard,20241021,Stan Wawrinka,Adrian Mannarino,6-3 3-6 7-5,R32,Hard,H
Basel,Hard,20241021,Ben Shelton,Tomas Martin Etcheverry,6-3 6-4,R32,Hard,H
Basel,Hard,20241021,Stefanos Tsitsipas,Francisco Cerundolo,6-3 6-7(3) 7-6(4),R32,Hard,H
Basel,Hard,20241021,Botic Van De Zandschulp,Alexander Bublik,3-6 6-4 4-0 RET,R32,Hard,H
Basel,Hard,20241021,Pedro Martinez,Jiri Lehecka,6-2 6-2,R32,Hard,H
Basel,Hard,20241021,Arthur Fils,Daniel Altmaier,7-6(5) 6-3,R32,Hard,H
Basel,Hard,20241021,Ugo Humbert,Jerome Kym,6-4 6-7(5) 7-5,R32,Hard,H
Basel,Hard,20241021,David Goffin,Matteo Arnaldi,6-7(5) 6-3 6-2,R32,Hard,H
Basel,Hard,20241021,Dominic Stricker,Tallon Griekspoor,6-4 6-4,R32,Hard,H
Basel,Hard,20241021,Holger Rune,Nicolas Jarry,6-4 7-6(3),R32,Hard,H
Basel,Hard,20241021,Felix Auger Aliassime,Sebastian Baez,7-5 6-1,R32,Hard,H
Basel,Hard,20241021,Giovanni Mpetshi Perricard,James Duckworth,7-6(4) 6-3,R32,Hard,H
Basel,Hard,20241021,Denis Shapovalov,Juncheng Shang,6-1 6-4,R32,Hard,H
Basel,Hard,20241021,Roberto Bautista Agut,Casper Ruud,6-3 3-6 6-3,R32,Hard,H
Vienna,Hard,20241021,Jack Draper,Karen Khachanov,6-4 7-5,F,Hard,H
Vienna,Hard,20241021,Jack Draper,Lorenzo Musetti,6-2 6-4,SF,Hard,H
Vienna,Hard,20241021,Karen Khachanov,Alex De Minaur,6-2 6-4,SF,Hard,H
Vienna,Hard,20241021,Lorenzo Musetti,Alexander Zverev,2-6 7-6(5) 6-4,QF,Hard,H
Vienna,Hard,20241021,Jack Draper,Tomas Machac,6-3 3-6 6-1,QF,Hard,H
Vienna,Hard,20241021,Karen Khachanov,Matteo Berrettini,6-1 6-4,QF,Hard,H
Vienna,Hard,20241021,Alex De Minaur,Jakub Mensik,6-7(2) 6-3 6-4,QF,Hard,H
Vienna,Hard,20241021,Alexander Zverev,Marcos Giron,6-2 7-5,R16,Hard,H
Vienna,Hard,20241021,Lorenzo Musetti,Gael Monfils,W/O,R16,Hard,H
