tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,player1,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,player2,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,winner
2024-M-ITF-COL-2024-001,M25 Mosquera,Clay,32,25,20240422,102,202124,,,Kosuke Ogura,R,170.0,JPN,28.1,212830,,Q,Samuel Alejandro Linde Palacios,U,,COL,,6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,,952.0,16.0,,,Kosuke Ogura
2024-M-ITF-COL-2024-001,M25 Mosquera,Clay,32,25,20240422,103,200105,,Q,Frazier Rengifo,R,183.0,COL,25.2,209104,,LL,Benjamin Denis Alarcon,R,168.0,ARG,24.3,3-6 6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,,1541.0,2.0,1697.0,1.0,Frazier Rengifo
2024-M-ITF-COL-2024-001,M25 Mosquera,Clay,32,25,20240422,104,207595,5.0,,Mateo Barreiros Reyes,L,178.0,BRA,23.3,212760,,Q,Joaquim Almeida,U,,BRA,22.1,7-5 6-3,3,R32,,,,,,,,,,,,,,,,,,,,758.0,32.0,1387.0,3.0,Mateo Barreiros Reyes
2024-M-ITF-COL-2024-001,M25 Mosquera,Clay,32,25,20240422,105,101495,,WC,Miguel Tobon,R,185.0,COL,17.8,126209,4.0,,Peter Bertran,R,183.0,DOM,28.1,7-6(5) 7-6(3),3,R32,,,,,,,,,,,,,,,,,,,,,,693.0,43.0,Miguel Tobon
2024-M-ITF-COL-2024-001,M25 Mosquera,Clay,32,25,20240422,106,210409,,,Pavlos Tsitsipas,R,196.0,GRE,18.7,211614,,Q,Juan David Robayo Arias,U,,COL,,6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,,1256.0,5.0,,,Pavlos Tsitsipas
2024-M-ITF-COL-2024-001,M25 Mosquera,Clay,32,25,20240422,107,212831,,WC,Samuel Heredia,U,,COL,17.8,212832,,WC,Salvador Price,U,,COL,19.1,3-6 6-1 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,,,Samuel Heredia
2024-M-ITF-COL-2024-001,M25 Mosquera,Clay,32,25,20240422,108,105944,,,Juan Sebastian Gomez,R,,COL,32.1,208186,8.0,,Preston Brown,L,198.0,USA,22.6,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,,1048.0,11.0,892.0,20.0,Juan Sebastian Gomez
2024-M-ITF-COL-2024-001,M25 Mosquera,Clay,32,25,20240422,109,200474,,,Ivan Denisov,R,180.0,RUS,23.8,123768,7.0,,Collin Altamirano,R,188.0,USA,28.3,6-4 3-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,1186.0,7.0,872.0,21.0,Ivan Denisov
2024-M-ITF-COL-2024-001,M25 Mosquera,Clay,32,25,20240422,110,211661,,,Juan Estevez,R,170.0,ARG,18.5,212833,,WC,Cal Wider,U,,USA,,6-0 6-0,3,R32,,,,,,,,,,,,,,,,,,,,1091.0,10.0,,,Juan Estevez
2024-M-ITF-COL-2024-001,M25 Mosquera,Clay,32,25,20240422,111,210743,,Q,Pranav Kumar,R,175.0,USA,24.6,208726,,,Alberto Odiseo Alvarado Berrospi,R,188.0,PER,23.8,7-6(4) 7-6(2),3,R32,,,,,,,,,,,,,,,,,,,,1940.0,1.0,1296.0,5.0,Pranav Kumar
2024-M-ITF-COL-2024-001,M25 Mosquera,Clay,32,25,20240422,112,106327,3.0,,Harrison Adams,R,183.0,USA,29.9,208866,,,Leonid Sheyngezikht,R,188.0,BUL,23.4,6-3 7-5,3,R32,,,,,,,,,,,,,,,,,,,,654.0,49.0,1035.0,12.0,Harrison Adams
2024-M-ITF-COL-2024-001,M25 Mosquera,Clay,32,25,20240422,113,126581,,,Juan Sebastian Osorio,R,188.0,COL,26.5,210672,6.0,,Leo Vithoontien,L,185.0,JPN,24.6,3-6 6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,,1114.0,9.0,847.0,23.0,Juan Sebastian Osorio
2024-M-ITF-COL-2024-001,M25 Mosquera,Clay,32,25,20240422,114,211508,,Q,Vitor Leal,R,193.0,BRA,24.6,210175,,Q,Nicolas Buitrago,R,185.0,COL,25.9,3-6 6-1 7-5,3,R32,,,,,,,,,,,,,,,,,,,,2022.0,1.0,1494.0,3.0,Vitor Leal
2024-M-ITF-COL-2024-001,M25 Mosquera,Clay,32,25,20240422,115,210181,,,Tobias Franco,R,178.0,ARG,22.3,200253,,,Alejandro Hoyos Franco,R,180.0,COL,24.5,3-6 6-0 7-6(5),3,R32,,,,,,,,,,,,,,,,,,,,1638.0,2.0,987.0,14.0,Tobias Franco
2024-M-ITF-COL-2024-001,M25 Mosquera,Clay,32,25,20240422,116,209925,,,Thijmen Loof,R,196.0,NED,21.7,208485,2.0,,Kiranpal Pannu,R,185.0,NZL,27.2,2-6 6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,1331.0,4.0,647.0,50.0,Thijmen Loof
2024-M-ITF-COL-2024-001,M25 Mosquera,Clay,32,25,20240422,201,111761,1.0,,Benjamin Lock,R,198.0,ZIM,31.1,202124,,,Kosuke Ogura,R,170.0,JPN,28.1,6-3 6-2,3,R16,,,,,,,,,,,,,,,,,,,,384.0,130.0,952.0,16.0,Benjamin Lock
2024-M-ITF-COL-2024-001,M25 Mosquera,Clay,32,25,20240422,202,207595,5.0,,Mateo Barreiros Reyes,L,178.0,BRA,23.3,200105,,Q,Frazier Rengifo,R,183.0,COL,25.2,6-2 6-2,3,R16,,,,,,,,,,,,,,,,,,,,758.0,32.0,1541.0,2.0,Mateo Barreiros Reyes
2024-M-ITF-COL-2024-001,M25 Mosquera,Clay,32,25,20240422,203,101495,,WC,Miguel Tobon,R,185.0,COL,17.8,210409,,,Pavlos Tsitsipas,R,196.0,GRE,18.7,6-3 6-4,3,R16,,,,,,,,,,,,,,,,,,,,,,1256.0,5.0,Miguel Tobon
2024-M-ITF-COL-2024-001,M25 Mosquera,Clay,32,25,20240422,204,105944,,,Juan Sebastian Gomez,R,,COL,32.1,212831,,WC,Samuel Heredia,U,,COL,17.8,4-6 6-4 6-2,3,R16,,,,,,,,,,,,,,,,,,,,1048.0,11.0,,,Juan Sebastian Gomez
2024-M-ITF-COL-2024-001,M25 Mosquera,Clay,32,25,20240422,205,211661,,,Juan Estevez,R,170.0,ARG,18.5,200474,,,Ivan Denisov,R,180.0,RUS,23.8,6-4 6-7(3) 7-5,3,R16,,,,,,,,,,,,,,,,,,,,1091.0,10.0,1186.0,7.0,Juan Estevez
2024-M-ITF-COL-2024-001,M25 Mosquera,Clay,32,25,20240422,206,106327,3.0,,Harrison Adams,R,183.0,USA,29.9,210743,,Q,Pranav Kumar,R,175.0,USA,24.6,6-1 6-4,3,R16,,,,,,,,,,,,,,,,,,,,654.0,49.0,1940.0,1.0,Harrison Adams
2024-M-ITF-COL-2024-001,M25 Mosquera,Clay,32,25,20240422,207,126581,,,Juan Sebastian Osorio,R,188.0,COL,26.5,211508,,Q,Vitor Leal,R,193.0,BRA,24.6,6-2 6-4,3,R16,,,,,,,,,,,,,,,,,,,,1114.0,9.0,2022.0,1.0,Juan Sebastian Osorio
2024-M-ITF-COL-2024-001,M25 Mosquera,Clay,32,25,20240422,208,209925,,,Thijmen Loof,R,196.0,NED,21.7,210181,,,Tobias Franco,R,178.0,ARG,22.3,6-1 6-1,3,R16,,,,,,,,,,,,,,,,,,,,1331.0,4.0,1638.0,2.0,Thijmen Loof
2024-M-ITF-COL-2024-001,M25 Mosquera,Clay,32,25,20240422,301,111761,1.0,,Benjamin Lock,R,198.0,ZIM,31.1,207595,5.0,,Mateo Barreiros Reyes,L,178.0,BRA,23.3,6-2 6-2,3,QF,,,,,,,,,,,,,,,,,,,,384.0,130.0,758.0,32.0,Benjamin Lock
2024-M-ITF-COL-2024-001,M25 Mosquera,Clay,32,25,20240422,302,105944,,,Juan Sebastian Gomez,R,,COL,32.1,101495,,WC,Miguel Tobon,R,185.0,COL,17.8,6-4 6-4,3,QF,,,,,,,,,,,,,,,,,,,,1048.0,11.0,,,Juan Sebastian Gomez
2024-M-ITF-COL-2024-001,M25 Mosquera,Clay,32,25,20240422,303,106327,3.0,,Harrison Adams,R,183.0,USA,29.9,211661,,,Juan Estevez,R,170.0,ARG,18.5,6-4 6-0,3,QF,,,,,,,,,,,,,,,,,,,,654.0,49.0,1091.0,10.0,Harrison Adams
2024-M-ITF-COL-2024-001,M25 Mosquera,Clay,32,25,20240422,304,209925,,,Thijmen Loof,R,196.0,NED,21.7,126581,,,Juan Sebastian Osorio,R,188.0,COL,26.5,3-6 7-5 6-2,3,QF,,,,,,,,,,,,,,,,,,,,1331.0,4.0,1114.0,9.0,Thijmen Loof
2024-M-ITF-COL-2024-001,M25 Mosquera,Clay,32,25,20240422,401,105944,,,Juan Sebastian Gomez,R,,COL,32.1,111761,1.0,,Benjamin Lock,R,198.0,ZIM,31.1,6-3 7-5,3,SF,,,,,,,,,,,,,,,,,,,,1048.0,11.0,384.0,130.0,Juan Sebastian Gomez
2024-M-ITF-COL-2024-001,M25 Mosquera,Clay,32,25,20240422,402,106327,3.0,,Harrison Adams,R,183.0,USA,29.9,209925,,,Thijmen Loof,R,196.0,NED,21.7,7-6(4) 6-4,3,SF,,,,,,,,,,,,,,,,,,,,654.0,49.0,1331.0,4.0,Harrison Adams
2024-M-ITF-COL-2024-001,M25 Mosquera,Clay,32,25,20240422,501,105944,,,Juan Sebastian Gomez,R,,COL,32.1,106327,3.0,,Harrison Adams,R,183.0,USA,29.9,6-3 6-4,3,F,,,,,,,,,,,,,,,,,,,,1048.0,11.0,654.0,49.0,Juan Sebastian Gomez
2024-M-ITF-COL-2024-003,M25 Anapoima,Clay,32,25,20240429,101,200711,1.0,,Nicolas Mejia,R,183.0,COL,24.1,209104,,Q,Benjamin Denis Alarcon,R,168.0,ARG,24.3,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,291.0,195.0,1697.0,1.0,Nicolas Mejia
2024-M-ITF-COL-2024-003,M25 Anapoima,Clay,32,25,20240429,102,212834,,Q,Nicolas Garcia Longo,U,,ARG,18.9,208186,,,Preston Brown,L,198.0,USA,22.6,5-7 6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,,,,892.0,20.0,Nicolas Garcia Longo
2024-M-ITF-COL-2024-003,M25 Anapoima,Clay,32,25,20240429,103,211508,,Q,Vitor Leal,R,193.0,BRA,24.6,202124,,,Kosuke Ogura,R,170.0,JPN,28.1,7-5 6-2,3,R32,,,,,,,,,,,,,,,,,,,,2022.0,1.0,952.0,16.0,Vitor Leal
2024-M-ITF-COL-2024-003,M25 Anapoima,Clay,32,25,20240429,104,210672,7.0,,Leo Vithoontien,L,185.0,JPN,24.6,211615,,Q,Mateo Castaneda,U,,COL,18.2,6-1 6-4,3,R32,,,,,,,,,,,,,,,,,,,,847.0,23.0,,,Leo Vithoontien
2024-M-ITF-COL-2024-003,M25 Anapoima,Clay,32,25,20240429,105,106327,4.0,,Harrison Adams,R,183.0,USA,29.9,210409,,,Pavlos Tsitsipas,R,196.0,GRE,18.7,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,,654.0,49.0,1256.0,5.0,Harrison Adams
2024-M-ITF-COL-2024-003,M25 Anapoima,Clay,32,25,20240429,106,212832,,WC,Salvador Price,U,,COL,19.1,211661,,,Juan Estevez,R,170.0,ARG,18.5,6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,,1091.0,10.0,Salvador Price
2024-M-ITF-COL-2024-003,M25 Anapoima,Clay,32,25,20240429,107,200253,,,Alejandro Hoyos Franco,R,180.0,COL,24.5,210181,,,Tobias Franco,R,178.0,ARG,22.3,0-6 6-3 6-0,3,R32,,,,,,,,,,,,,,,,,,,,987.0,14.0,1638.0,2.0,Alejandro Hoyos Franco
2024-M-ITF-COL-2024-003,M25 Anapoima,Clay,32,25,20240429,108,207595,6.0,,Mateo Barreiros Reyes,L,178.0,BRA,23.3,200105,,Q,Frazier Rengifo,R,183.0,COL,25.2,4-6 6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,,758.0,32.0,1541.0,2.0,Mateo Barreiros Reyes
2024-M-ITF-COL-2024-003,M25 Anapoima,Clay,32,25,20240429,109,126209,5.0,,Peter Bertran,R,183.0,DOM,28.1,211660,,Q,Ryan Augusto Dos Santos,U,,BRA,20.7,6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,,693.0,43.0,,,Peter Bertran
2024-M-ITF-COL-2024-003,M25 Anapoima,Clay,32,25,20240429,110,200474,,,Ivan Denisov,R,180.0,RUS,23.8,212831,,WC,Samuel Heredia,U,,COL,17.8,2-6 6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,,1186.0,7.0,,,Ivan Denisov
2024-M-ITF-COL-2024-003,M25 Anapoima,Clay,32,25,20240429,111,123768,,,Collin Altamirano,R,188.0,USA,28.3,208726,,,Alberto Odiseo Alvarado Berrospi,R,188.0,PER,23.8,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,,872.0,21.0,1296.0,5.0,Collin Altamirano
2024-M-ITF-COL-2024-003,M25 Anapoima,Clay,32,25,20240429,112,208485,3.0,,Kiranpal Pannu,R,185.0,NZL,27.2,212835,,Q,Nahuel Fernandez,U,,ARG,,6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,,647.0,50.0,,,Kiranpal Pannu
2024-M-ITF-COL-2024-003,M25 Anapoima,Clay,32,25,20240429,113,105944,,,Juan Sebastian Gomez,R,,COL,32.1,208411,8.0,,Daniel Antonio Nunez,R,,CHI,22.8,6-3 3-6 7-6(2),3,R32,,,,,,,,,,,,,,,,,,,,1048.0,11.0,869.0,21.0,Juan Sebastian Gomez
2024-M-ITF-COL-2024-003,M25 Anapoima,Clay,32,25,20240429,114,126581,,,Juan Sebastian Osorio,R,188.0,COL,26.5,109207,,WC,Enrique Pena,R,185.0,COL,20.0,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,,1114.0,9.0,1484.0,3.0,Juan Sebastian Osorio
2024-M-ITF-COL-2024-003,M25 Anapoima,Clay,32,25,20240429,115,212760,,Q,Joaquim Almeida,U,,BRA,22.1,209925,,,Thijmen Loof,R,196.0,NED,21.7,4-6 6-0 2-0 RET,3,R32,,,,,,,,,,,,,,,,,,,,1387.0,3.0,1331.0,4.0,Joaquim Almeida
2024-M-ITF-COL-2024-003,M25 Anapoima,Clay,32,25,20240429,116,111761,2.0,,Benjamin Lock,R,198.0,ZIM,31.1,101495,,WC,Miguel Tobon,R,185.0,COL,17.8,6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,,384.0,130.0,,,Benjamin Lock
2024-M-ITF-COL-2024-003,M25 Anapoima,Clay,32,25,20240429,201,200711,1.0,,Nicolas Mejia,R,183.0,COL,24.1,212834,,Q,Nicolas Garcia Longo,U,,ARG,18.9,6-1 6-4,3,R16,,,,,,,,,,,,,,,,,,,,291.0,195.0,,,Nicolas Mejia
2024-M-ITF-COL-2024-003,M25 Anapoima,Clay,32,25,20240429,202,210672,7.0,,Leo Vithoontien,L,185.0,JPN,24.6,211508,,Q,Vitor Leal,R,193.0,BRA,24.6,7-5 6-4,3,R16,,,,,,,,,,,,,,,,,,,,847.0,23.0,2022.0,1.0,Leo Vithoontien
2024-M-ITF-COL-2024-003,M25 Anapoima,Clay,32,25,20240429,203,106327,4.0,,Harrison Adams,R,183.0,USA,29.9,212832,,WC,Salvador Price,U,,COL,19.1,6-2 6-4,3,R16,,,,,,,,,,,,,,,,,,,,654.0,49.0,,,Harrison Adams
2024-M-ITF-COL-2024-003,M25 Anapoima,Clay,32,25,20240429,204,207595,6.0,,Mateo Barreiros Reyes,L,178.0,BRA,23.3,200253,,,Alejandro Hoyos Franco,R,180.0,COL,24.5,6-0 6-1,3,R16,,,,,,,,,,,,,,,,,,,,758.0,32.0,987.0,14.0,Mateo Barreiros Reyes
2024-M-ITF-COL-2024-003,M25 Anapoima,Clay,32,25,20240429,205,126209,5.0,,Peter Bertran,R,183.0,DOM,28.1,200474,,,Ivan Denisov,R,180.0,RUS,23.8,6-4 6-2,3,R16,,,,,,,,,,,,,,,,,,,,693.0,43.0,1186.0,7.0,Peter Bertran
2024-M-ITF-COL-2024-003,M25 Anapoima,Clay,32,25,20240429,206,208485,3.0,,Kiranpal Pannu,R,185.0,NZL,27.2,123768,,,Collin Altamirano,R,188.0,USA,28.3,3-6 1-0 RET,3,R16,,,,,,,,,,,,,,,,,,,,647.0,50.0,872.0,21.0,Kiranpal Pannu
2024-M-ITF-COL-2024-003,M25 Anapoima,Clay,32,25,20240429,207,105944,,,Juan Sebastian Gomez,R,,COL,32.1,126581,,,Juan Sebastian Osorio,R,188.0,COL,26.5,6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,,1048.0,11.0,1114.0,9.0,Juan Sebastian Gomez
2024-M-ITF-COL-2024-003,M25 Anapoima,Clay,32,25,20240429,208,111761,2.0,,Benjamin Lock,R,198.0,ZIM,31.1,212760,,Q,Joaquim Almeida,U,,BRA,22.1,6-3 6-0,3,R16,,,,,,,,,,,,,,,,,,,,384.0,130.0,1387.0,3.0,Benjamin Lock
2024-M-ITF-COL-2024-003,M25 Anapoima,Clay,32,25,20240429,301,200711,1.0,,Nicolas Mejia,R,183.0,COL,24.1,210672,7.0,,Leo Vithoontien,L,185.0,JPN,24.6,6-3 6-2,3,QF,,,,,,,,,,,,,,,,,,,,291.0,195.0,847.0,23.0,Nicolas Mejia
2024-M-ITF-COL-2024-003,M25 Anapoima,Clay,32,25,20240429,302,106327,4.0,,Harrison Adams,R,183.0,USA,29.9,207595,6.0,,Mateo Barreiros Reyes,L,178.0,BRA,23.3,7-5 7-6(9),3,QF,,,,,,,,,,,,,,,,,,,,654.0,49.0,758.0,32.0,Harrison Adams
2024-M-ITF-COL-2024-003,M25 Anapoima,Clay,32,25,20240429,303,208485,3.0,,Kiranpal Pannu,R,185.0,NZL,27.2,126209,5.0,,Peter Bertran,R,183.0,DOM,28.1,7-6(4) 6-2,3,QF,,,,,,,,,,,,,,,,,,,,647.0,50.0,693.0,43.0,Kiranpal Pannu
2024-M-ITF-COL-2024-003,M25 Anapoima,Clay,32,25,20240429,304,111761,2.0,,Benjamin Lock,R,198.0,ZIM,31.1,105944,,,Juan Sebastian Gomez,R,,COL,32.1,6-1 6-4,3,QF,,,,,,,,,,,,,,,,,,,,384.0,130.0,1048.0,11.0,Benjamin Lock
2024-M-ITF-COL-2024-003,M25 Anapoima,Clay,32,25,20240429,401,200711,1.0,,Nicolas Mejia,R,183.0,COL,24.1,106327,4.0,,Harrison Adams,R,183.0,USA,29.9,6-2 6-2,3,SF,,,,,,,,,,,,,,,,,,,,291.0,195.0,654.0,49.0,Nicolas Mejia
2024-M-ITF-COL-2024-003,M25 Anapoima,Clay,32,25,20240429,402,208485,3.0,,Kiranpal Pannu,R,185.0,NZL,27.2,111761,2.0,,Benjamin Lock,R,198.0,ZIM,31.1,6-1 5-7 6-0,3,SF,,,,,,,,,,,,,,,,,,,,647.0,50.0,384.0,130.0,Kiranpal Pannu
2024-M-ITF-COL-2024-003,M25 Anapoima,Clay,32,25,20240429,501,200711,1.0,,Nicolas Mejia,R,183.0,COL,24.1,208485,3.0,,Kiranpal Pannu,R,185.0,NZL,27.2,6-2 6-2,3,F,,,,,,,,,,,,,,,,,,,,291.0,195.0,647.0,50.0,Nicolas Mejia
2024-M-ITF-CRO-2024-001,M15 Porec,Clay,32,15,20240304,101,138821,1.0,,Timo Stodder,R,180.0,GER,27.7,210554,,,Marko Maksimovic,U,,SRB,18.0,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,,326.0,162.0,1316.0,4.0,Timo Stodder
2024-M-ITF-CRO-2024-001,M15 Porec,Clay,32,15,20240304,102,212084,,,Denis Petak,R,,CZE,17.6,212593,,Q,Filip Krolo,R,,GER,22.8,6-0 6-4,3,R32,,,,,,,,,,,,,,,,,,,,1503.0,2.0,1688.0,1.0,Denis Petak
2024-M-ITF-CRO-2024-001,M15 Porec,Clay,32,15,20240304,103,210526,,Q,Niccolo Baroni,U,,ITA,20.2,211667,,Q,Matteo Fondriest,U,,ITA,19.4,6-0 6-3,3,R32,,,,,,,,,,,,,,,,,,,,1201.0,6.0,,,Niccolo Baroni
2024-M-ITF-CRO-2024-001,M15 Porec,Clay,32,15,20240304,104,202146,6.0,,Luka Pavlovic,R,196.0,FRA,23.9,200125,,PR,Mykyta Mashtakov,R,175.0,UKR,24.9,6-4 7-5,3,R32,,,,,,,,,,,,,,,,,,,,581.0,61.0,1171.0,7.0,Luka Pavlovic
2024-M-ITF-CRO-2024-001,M15 Porec,Clay,32,15,20240304,105,210053,4.0,,Luka Mikrut,R,188.0,CRO,19.8,211366,,Q,Vuk Radjenovic,R,,SRB,18.8,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,,487.0,83.0,1279.0,5.0,Luka Mikrut
2024-M-ITF-CRO-2024-001,M15 Porec,Clay,32,15,20240304,106,212020,,Q,Michele Ribecai,U,,ITA,21.0,212109,,WC,Antonio Voljavec,U,,CRO,18.0,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,,1432.0,3.0,,,Michele Ribecai
2024-M-ITF-CRO-2024-001,M15 Porec,Clay,32,15,20240304,107,208421,,,Lilian Marmousez,R,180.0,FRA,22.1,200639,,,Luigi Sorrentino,R,185.0,ITA,25.7,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,,822.0,24.0,845.0,22.0,Lilian Marmousez
2024-M-ITF-CRO-2024-001,M15 Porec,Clay,32,15,20240304,108,206467,8.0,,Federico Arnaboldi,R,185.0,ITA,23.7,210491,,Q,Alen Bill,U,,CRO,20.8,6-0 6-2,3,R32,,,,,,,,,,,,,,,,,,,,610.0,57.0,1921.0,1.0,Federico Arnaboldi
2024-M-ITF-CRO-2024-001,M15 Porec,Clay,32,15,20240304,109,209251,5.0,,Stefan Popovic,R,178.0,SRB,20.7,207708,,,Dusan Obradovic,L,,SRB,22.9,6-7(3) 6-1 7-5,3,R32,,,,,,,,,,,,,,,,,,,,539.0,71.0,684.0,44.0,Stefan Popovic
2024-M-ITF-CRO-2024-001,M15 Porec,Clay,32,15,20240304,110,210455,,Q,Noah Perfetti,U,,ITA,22.7,210315,,,Pietro Pampanin,R,183.0,ITA,21.1,6-0 7-5,3,R32,,,,,,,,,,,,,,,,,,,,1255.0,5.0,1093.0,9.0,Noah Perfetti
2024-M-ITF-CRO-2024-001,M15 Porec,Clay,32,15,20240304,111,133224,,Q,Francesco Ferrari,R,180.0,ITA,26.6,212763,,WC,Ante Petar Ercegovic,U,,CRO,,6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,,1215.0,6.0,,,Francesco Ferrari
2024-M-ITF-CRO-2024-001,M15 Porec,Clay,32,15,20240304,112,207491,3.0,,Sandro Kopp,R,185.0,AUT,23.7,208840,,,Daniel Bagnolini,R,178.0,ITA,21.0,5-7 6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,413.0,110.0,933.0,17.0,Sandro Kopp
2024-M-ITF-CRO-2024-001,M15 Porec,Clay,32,15,20240304,113,206867,7.0,,Tommaso Compagnucci,R,173.0,ITA,24.3,210537,,WC,Josip Simundza,L,196.0,CRO,19.2,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,,595.0,59.0,1443.0,3.0,Tommaso Compagnucci
2024-M-ITF-CRO-2024-001,M15 Porec,Clay,32,15,20240304,114,212269,,,Marc Majdandzic,U,,GER,19.0,212065,,WC,Mateo Martinovic,U,,CRO,22.2,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,,961.0,14.0,,,Marc Majdandzic
2024-M-ITF-CRO-2024-001,M15 Porec,Clay,32,15,20240304,115,210557,,,Petr Brunclik,L,188.0,CZE,17.6,134518,,,Patrick Kaukovalta,R,193.0,FIN,25.2,6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,,1046.0,10.0,772.0,29.0,Petr Brunclik
2024-M-ITF-CRO-2024-001,M15 Porec,Clay,32,15,20240304,116,126652,2.0,,Jay Clarke,R,183.0,GBR,25.6,209890,,,Mili Poljicak,R,185.0,CRO,19.6,7-5 6-1,3,R32,,,,,,,,,,,,,,,,,,,,370.0,135.0,838.0,23.0,Jay Clarke
2024-M-ITF-CRO-2024-001,M15 Porec,Clay,32,15,20240304,201,138821,1.0,,Timo Stodder,R,180.0,GER,27.7,212084,,,Denis Petak,R,,CZE,17.6,1-6 6-3 7-6(5),3,R16,,,,,,,,,,,,,,,,,,,,326.0,162.0,1503.0,2.0,Timo Stodder
2024-M-ITF-CRO-2024-001,M15 Porec,Clay,32,15,20240304,202,202146,6.0,,Luka Pavlovic,R,196.0,FRA,23.9,210526,,Q,Niccolo Baroni,U,,ITA,20.2,7-5 6-1,3,R16,,,,,,,,,,,,,,,,,,,,581.0,61.0,1201.0,6.0,Luka Pavlovic
2024-M-ITF-CRO-2024-001,M15 Porec,Clay,32,15,20240304,203,212020,,Q,Michele Ribecai,U,,ITA,21.0,210053,4.0,,Luka Mikrut,R,188.0,CRO,19.8,7-5 7-5,3,R16,,,,,,,,,,,,,,,,,,,,1432.0,3.0,487.0,83.0,Michele Ribecai
2024-M-ITF-CRO-2024-001,M15 Porec,Clay,32,15,20240304,204,206467,8.0,,Federico Arnaboldi,R,185.0,ITA,23.7,208421,,,Lilian Marmousez,R,180.0,FRA,22.1,7-5 6-4,3,R16,,,,,,,,,,,,,,,,,,,,610.0,57.0,822.0,24.0,Federico Arnaboldi
2024-M-ITF-CRO-2024-001,M15 Porec,Clay,32,15,20240304,205,209251,5.0,,Stefan Popovic,R,178.0,SRB,20.7,210455,,Q,Noah Perfetti,U,,ITA,22.7,6-4 6-2,3,R16,,,,,,,,,,,,,,,,,,,,539.0,71.0,1255.0,5.0,Stefan Popovic
2024-M-ITF-CRO-2024-001,M15 Porec,Clay,32,15,20240304,206,207491,3.0,,Sandro Kopp,R,185.0,AUT,23.7,133224,,Q,Francesco Ferrari,R,180.0,ITA,26.6,6-4 6-4,3,R16,,,,,,,,,,,,,,,,,,,,413.0,110.0,1215.0,6.0,Sandro Kopp
2024-M-ITF-CRO-2024-001,M15 Porec,Clay,32,15,20240304,207,206867,7.0,,Tommaso Compagnucci,R,173.0,ITA,24.3,212269,,,Marc Majdandzic,U,,GER,19.0,7-5 7-5,3,R16,,,,,,,,,,,,,,,,,,,,595.0,59.0,961.0,14.0,Tommaso Compagnucci
2024-M-ITF-CRO-2024-001,M15 Porec,Clay,32,15,20240304,208,126652,2.0,,Jay Clarke,R,183.0,GBR,25.6,210557,,,Petr Brunclik,L,188.0,CZE,17.6,6-0 6-4,3,R16,,,,,,,,,,,,,,,,,,,,370.0,135.0,1046.0,10.0,Jay Clarke
2024-M-ITF-CRO-2024-001,M15 Porec,Clay,32,15,20240304,301,202146,6.0,,Luka Pavlovic,R,196.0,FRA,23.9,138821,1.0,,Timo Stodder,R,180.0,GER,27.7,6-7(2) 6-1 5-0 RET,3,QF,,,,,,,,,,,,,,,,,,,,581.0,61.0,326.0,162.0,Luka Pavlovic
