Date,HomeTeam,AwayTeam,HomeScore,AwayScore,FTR
24/06/2025 22:35,Baltimore Orioles,Texas Rangers,5,6,A
24/06/2025 22:40,Detroit Tigers,Athletics,11,4,H
24/06/2025 22:40,Cleveland Guardians,Toronto Blue Jays,6,10,A
24/06/2025 23:10,New York Mets,Atlanta Braves,4,7,A
24/06/2025 23:10,Cincinnati Reds,New York Yankees,5,4,H
24/06/2025 23:40,Kansas City Royals,Tampa Bay Rays,1,5,A
24/06/2025 23:40,Minnesota Twins,Seattle Mariners,5,6,A
24/06/2025 23:40,Chicago White Sox,Arizona Diamondbacks,1,4,A
24/06/2025 23:40,Milwaukee Brewers,Pittsburgh Pirates,9,3,H
24/06/2025 23:45,St. Louis Cardinals,Chicago Cubs,8,7,H
25/06/2025 00:10,Houston Astros,Philadelphia Phillies,1,0,H
25/06/2025 00:40,Colorado Rockies,Los Angeles Dodgers,7,9,A
25/06/2025 01:38,Los Angeles Angels,Boston Red Sox,3,2,H
25/06/2025 01:40,San Diego Padres,Washington Nationals,4,3,H
25/06/2025 01:45,San Francisco Giants,Miami Marlins,2,4,A
25/06/2025 18:10,Chicago White Sox,Arizona Diamondbacks,7,3,H
25/06/2025 18:10,Milwaukee Brewers,Pittsburgh Pirates,4,2,H
25/06/2025 20:07,Los Angeles Angels,Boston Red Sox,5,2,H
25/06/2025 20:10,San Diego Padres,Washington Nationals,1,0,H
25/06/2025 22:35,Baltimore Orioles,Texas Rangers,0,7,A
25/06/2025 22:40,Detroit Tigers,Athletics,0,3,A
25/06/2025 22:40,Cleveland Guardians,Toronto Blue Jays,5,4,H
25/06/2025 23:10,New York Mets,Atlanta Braves,7,3,H
25/06/2025 23:10,Cincinnati Reds,New York Yankees,1,7,A
25/06/2025 23:40,Kansas City Royals,Tampa Bay Rays,0,3,A
25/06/2025 23:40,Minnesota Twins,Seattle Mariners,2,0,H
25/06/2025 23:45,St. Louis Cardinals,Chicago Cubs,0,8,A
26/06/2025 00:10,Houston Astros,Philadelphia Phillies,2,0,H
26/06/2025 00:40,Colorado Rockies,Los Angeles Dodgers,1,8,A
26/06/2025 01:45,San Francisco Giants,Miami Marlins,5,8,A
26/06/2025 17:10,Detroit Tigers,Athletics,8,0,H
26/06/2025 17:10,Cleveland Guardians,Toronto Blue Jays,0,6,A
26/06/2025 17:10,Minnesota Twins,Seattle Mariners,10,1,H
26/06/2025 18:10,Kansas City Royals,Tampa Bay Rays,0,4,A
26/06/2025 18:10,Houston Astros,Philadelphia Phillies,2,1,H
26/06/2025 18:15,St. Louis Cardinals,Chicago Cubs,0,3,A
26/06/2025 19:10,Colorado Rockies,Los Angeles Dodgers,1,3,A
26/06/2025 19:45,San Francisco Giants,Miami Marlins,5,12,A
26/06/2025 23:10,New York Mets,Atlanta Braves,4,0,H
27/06/2025 22:40,Pittsburgh Pirates,New York Mets,9,1,H
27/06/2025 23:05,Baltimore Orioles,Tampa Bay Rays,22,8,H
27/06/2025 23:05,New York Yankees,Athletics,3,0,H
27/06/2025 23:10,Cincinnati Reds,San Diego Padres,8,1,H
27/06/2025 23:10,Cleveland Guardians,St. Louis Cardinals,0,5,A
27/06/2025 23:10,Boston Red Sox,Toronto Blue Jays,0,9,A
27/06/2025 23:10,Detroit Tigers,Minnesota Twins,1,4,A
27/06/2025 23:15,Atlanta Braves,Philadelphia Phillies,0,13,A
27/06/2025 23:40,Chicago White Sox,San Francisco Giants,1,3,A
28/06/2025 00:05,Texas Rangers,Seattle Mariners,6,7,A
28/06/2025 00:10,Houston Astros,Chicago Cubs,7,4,H
28/06/2025 00:10,Kansas City Royals,Los Angeles Dodgers,4,5,A
28/06/2025 00:10,Milwaukee Brewers,Colorado Rockies,10,6,H
28/06/2025 01:38,Los Angeles Angels,Washington Nationals,9,15,A
28/06/2025 01:40,Arizona Diamondbacks,Miami Marlins,8,9,A
28/06/2025 17:05,New York Yankees,Athletics,0,7,A
28/06/2025 17:10,Detroit Tigers,Minnesota Twins,10,5,H
28/06/2025 20:05,Pittsburgh Pirates,New York Mets,9,2,H
28/06/2025 20:05,Baltimore Orioles,Tampa Bay Rays,3,11,A
28/06/2025 20:05,Texas Rangers,Seattle Mariners,3,2,H
28/06/2025 20:10,Kansas City Royals,Los Angeles Dodgers,9,5,H
28/06/2025 20:10,Cincinnati Reds,San Diego Padres,4,6,A
28/06/2025 20:10,Cleveland Guardians,St. Louis Cardinals,6,9,A
28/06/2025 20:10,Boston Red Sox,Toronto Blue Jays,15,1,H
28/06/2025 20:10,Chicago White Sox,San Francisco Giants,1,0,H
28/06/2025 20:10,Arizona Diamondbacks,Miami Marlins,7,8,A
28/06/2025 20:10,Milwaukee Brewers,Colorado Rockies,5,0,H
28/06/2025 23:15,Houston Astros,Chicago Cubs,3,12,A
28/06/2025 23:15,Atlanta Braves,Philadelphia Phillies,6,1,H
29/06/2025 01:38,Los Angeles Angels,Washington Nationals,8,2,H
29/06/2025 16:05,Cleveland Guardians,St. Louis Cardinals,0,7,A
29/06/2025 17:35,Pittsburgh Pirates,New York Mets,12,1,H
29/06/2025 17:35,Baltimore Orioles,Tampa Bay Rays,5,1,H
29/06/2025 17:35,Boston Red Sox,Toronto Blue Jays,3,5,A
29/06/2025 17:35,Atlanta Braves,Philadelphia Phillies,1,2,A
29/06/2025 17:35,New York Yankees,Athletics,12,5,H
29/06/2025 17:40,Cincinnati Reds,San Diego Padres,3,2,H
29/06/2025 18:10,Houston Astros,Chicago Cubs,2,0,H
29/06/2025 18:10,Kansas City Royals,Los Angeles Dodgers,1,5,A
29/06/2025 18:10,Chicago White Sox,San Francisco Giants,5,2,H
29/06/2025 18:10,Milwaukee Brewers,Colorado Rockies,3,4,A
29/06/2025 18:35,Texas Rangers,Seattle Mariners,4,6,A
29/06/2025 20:07,Los Angeles Angels,Washington Nationals,4,7,A
29/06/2025 20:10,Arizona Diamondbacks,Miami Marlins,4,6,A
29/06/2025 23:10,Detroit Tigers,Minnesota Twins,3,0,H
30/06/2025 22:35,Philadelphia Phillies,San Diego Padres,4,0,H
30/06/2025 22:40,Pittsburgh Pirates,St. Louis Cardinals,7,0,H
30/06/2025 23:07,Toronto Blue Jays,New York Yankees,5,4,H
30/06/2025 23:10,Boston Red Sox,Cincinnati Reds,13,6,H
30/06/2025 23:35,Tampa Bay Rays,Athletics,4,6,A
01/07/2025 00:05,Texas Rangers,Baltimore Orioles,6,10,A
01/07/2025 01:40,Seattle Mariners,Kansas City Royals,6,2,H
01/07/2025 01:40,Arizona Diamondbacks,San Francisco Giants,4,2,H
01/07/2025 19:07,Toronto Blue Jays,New York Yankees,12,5,H
01/07/2025 22:40,Pittsburgh Pirates,St. Louis Cardinals,1,0,H
01/07/2025 22:40,Miami Marlins,Minnesota Twins,2,0,H
01/07/2025 23:05,Tampa Bay Rays,Athletics,3,4,A
01/07/2025 23:15,Atlanta Braves,Los Angeles Angels,0,4,A
02/07/2025 00:05,Chicago Cubs,Cleveland Guardians,5,2,H
02/07/2025 00:05,Texas Rangers,Baltimore Orioles,10,2,H
02/07/2025 00:40,Colorado Rockies,Houston Astros,5,6,A
02/07/2025 01:40,Seattle Mariners,Kansas City Royals,3,6,A
02/07/2025 01:40,Arizona Diamondbacks,San Francisco Giants,8,2,H
02/07/2025 02:10,Los Angeles Dodgers,Chicago White Sox,6,1,H
02/07/2025 16:10,Tampa Bay Rays,Athletics,6,5,H
02/07/2025 16:35,Pittsburgh Pirates,St. Louis Cardinals,5,0,H
02/07/2025 17:05,Washington Nationals,Detroit Tigers,2,11,A
02/07/2025 17:05,Philadelphia Phillies,San Diego Padres,4,6,A
02/07/2025 17:10,New York Mets,Milwaukee Brewers,2,7,A
02/07/2025 18:30,Boston Red Sox,Cincinnati Reds,5,3,H
02/07/2025 22:15,Philadelphia Phillies,San Diego Padres,5,1,H
02/07/2025 22:40,Miami Marlins,Minnesota Twins,1,2,A
02/07/2025 22:45,Washington Nationals,Detroit Tigers,9,4,H
02/07/2025 23:07,Toronto Blue Jays,New York Yankees,11,9,H
02/07/2025 23:10,Boston Red Sox,Cincinnati Reds,4,8,A
02/07/2025 23:10,New York Mets,Milwaukee Brewers,7,3,H
02/07/2025 23:15,Atlanta Braves,Los Angeles Angels,8,3,H
03/07/2025 00:05,Chicago Cubs,Cleveland Guardians,5,4,H
03/07/2025 00:05,Texas Rangers,Baltimore Orioles,6,0,H
03/07/2025 00:40,Colorado Rockies,Houston Astros,3,5,A
03/07/2025 01:40,Seattle Mariners,Kansas City Royals,3,2,H
03/07/2025 01:40,Arizona Diamondbacks,San Francisco Giants,5,6,A
03/07/2025 02:10,Los Angeles Dodgers,Chicago White Sox,5,4,H
03/07/2025 16:10,Miami Marlins,Minnesota Twins,4,1,H
03/07/2025 19:10,Colorado Rockies,Houston Astros,7,6,H
03/07/2025 22:45,Washington Nationals,Detroit Tigers,11,7,H
03/07/2025 23:07,Toronto Blue Jays,New York Yankees,8,5,H
03/07/2025 23:10,New York Mets,Milwaukee Brewers,3,2,H
03/07/2025 23:15,Atlanta Braves,Los Angeles Angels,1,5,A
04/07/2025 00:05,Chicago Cubs,Cleveland Guardians,1,0,H
04/07/2025 01:40,Arizona Diamondbacks,San Francisco Giants,2,7,A
04/07/2025 02:10,Seattle Mariners,Kansas City Royals,2,3,A
04/07/2025 02:10,Los Angeles Dodgers,Chicago White Sox,6,2,H
04/07/2025 15:05,Washington Nationals,Boston Red Sox,2,11,A
04/07/2025 17:05,Philadelphia Phillies,Cincinnati Reds,6,9,A
04/07/2025 18:20,Chicago Cubs,St. Louis Cardinals,11,3,H
04/07/2025 19:10,New York Mets,New York Yankees,6,5,H
04/07/2025 20:10,Seattle Mariners,Pittsburgh Pirates,6,0,H
04/07/2025 20:10,Minnesota Twins,Tampa Bay Rays,4,3,H
04/07/2025 22:40,San Diego Padres,Texas Rangers,3,2,H
04/07/2025 23:07,Toronto Blue Jays,Los Angeles Angels,4,3,H
04/07/2025 23:10,Cleveland Guardians,Detroit Tigers,1,2,A
04/07/2025 23:10,Miami Marlins,Milwaukee Brewers,5,6,A
04/07/2025 23:15,Atlanta Braves,Baltimore Orioles,2,3,A
05/07/2025 00:10,Colorado Rockies,Chicago White Sox,2,3,A
05/07/2025 01:10,Los Angeles Dodgers,Houston Astros,1,18,A
05/07/2025 01:40,Arizona Diamondbacks,Kansas City Royals,3,9,A
05/07/2025 02:05,Athletics,San Francisco Giants,11,2,H
05/07/2025 18:10,Minnesota Twins,Tampa Bay Rays,6,5,H
05/07/2025 18:20,Chicago Cubs,St. Louis Cardinals,6,8,A
05/07/2025 19:07,Toronto Blue Jays,Los Angeles Angels,4,3,H
05/07/2025 20:05,Washington Nationals,Boston Red Sox,3,10,A
05/07/2025 20:05,Philadelphia Phillies,Cincinnati Reds,5,1,H
05/07/2025 20:10,Arizona Diamondbacks,Kansas City Royals,7,1,H
05/07/2025 20:10,Atlanta Braves,Baltimore Orioles,6,9,A
05/07/2025 20:10,New York Mets,New York Yankees,12,6,H
05/07/2025 20:10,Miami Marlins,Milwaukee Brewers,4,2,H
05/07/2025 23:15,Cleveland Guardians,Detroit Tigers,0,1,A
05/07/2025 23:15,Los Angeles Dodgers,Houston Astros,4,6,A
06/07/2025 01:10,Colorado Rockies,Chicago White Sox,3,10,A
06/07/2025 01:40,San Diego Padres,Texas Rangers,4,7,A
06/07/2025 02:05,Athletics,San Francisco Giants,2,7,A
06/07/2025 02:10,Seattle Mariners,Pittsburgh Pirates,1,0,H
06/07/2025 15:35,Atlanta Braves,Baltimore Orioles,1,2,A
06/07/2025 17:35,Washington Nationals,Boston Red Sox,4,6,A
06/07/2025 17:35,Philadelphia Phillies,Cincinnati Reds,3,1,H
06/07/2025 17:37,Toronto Blue Jays,Los Angeles Angels,3,2,H
06/07/2025 17:40,Cleveland Guardians,Detroit Tigers,2,7,A
06/07/2025 17:40,New York Mets,New York Yankees,4,6,A
06/07/2025 17:40,Miami Marlins,Milwaukee Brewers,1,3,A
06/07/2025 18:10,Minnesota Twins,Tampa Bay Rays,5,7,A
06/07/2025 19:10,Colorado Rockies,Chicago White Sox,6,4,H
06/07/2025 20:10,Arizona Diamondbacks,Kansas City Royals,0,4,A
06/07/2025 20:10,Los Angeles Dodgers,Houston Astros,1,5,A
06/07/2025 20:10,Seattle Mariners,Pittsburgh Pirates,1,0,H
06/07/2025 22:10,Chicago Cubs,St. Louis Cardinals,11,0,H
07/07/2025 01:10,San Diego Padres,Texas Rangers,4,1,H
07/07/2025 02:05,Athletics,San Francisco Giants,2,6,A
07/07/2025 22:40,Detroit Tigers,Tampa Bay Rays,5,1,H
07/07/2025 23:10,Boston Red Sox,Colorado Rockies,9,3,H
07/07/2025 23:10,Cincinnati Reds,Miami Marlins,1,5,A
07/07/2025 23:40,Kansas City Royals,Pittsburgh Pirates,9,3,H
07/07/2025 23:40,Chicago White Sox,Toronto Blue Jays,4,8,A
07/07/2025 23:40,Milwaukee Brewers,Los Angeles Dodgers,9,1,H
08/07/2025 00:10,Houston Astros,Cleveland Guardians,5,7,A
08/07/2025 01:38,Los Angeles Angels,Texas Rangers,6,5,H
08/07/2025 01:40,San Diego Padres,Arizona Diamondbacks,3,6,A
08/07/2025 01:45,San Francisco Giants,Philadelphia Phillies,3,1,H
08/07/2025 22:35,Baltimore Orioles,New York Mets,6,7,A
08/07/2025 22:40,Detroit Tigers,Tampa Bay Rays,4,2,H
08/07/2025 23:05,New York Yankees,Seattle Mariners,10,3,H
08/07/2025 23:10,Boston Red Sox,Colorado Rockies,10,2,H
08/07/2025 23:10,Cincinnati Reds,Miami Marlins,2,12,A
08/07/2025 23:40,Kansas City Royals,Pittsburgh Pirates,4,3,H
08/07/2025 23:40,Minnesota Twins,Chicago Cubs,8,1,H
08/07/2025 23:40,Chicago White Sox,Toronto Blue Jays,1,6,A
08/07/2025 23:40,Milwaukee Brewers,Los Angeles Dodgers,3,1,H
08/07/2025 23:45,St. Louis Cardinals,Washington Nationals,4,2,H
09/07/2025 00:10,Houston Astros,Cleveland Guardians,6,10,A
09/07/2025 01:38,Los Angeles Angels,Texas Rangers,1,13,A
09/07/2025 01:40,San Diego Padres,Arizona Diamondbacks,1,0,H
09/07/2025 01:45,San Francisco Giants,Philadelphia Phillies,4,3,H
09/07/2025 02:05,Athletics,Atlanta Braves,10,1,H
09/07/2025 18:10,Chicago White Sox,Toronto Blue Jays,2,1,H
09/07/2025 18:10,Milwaukee Brewers,Los Angeles Dodgers,3,2,H
09/07/2025 19:45,San Francisco Giants,Philadelphia Phillies,0,13,A
09/07/2025 21:10,Detroit Tigers,Tampa Bay Rays,3,7,A
09/07/2025 23:05,New York Yankees,Seattle Mariners,9,6,H
09/07/2025 23:10,Boston Red Sox,Colorado Rockies,10,2,H
09/07/2025 23:10,Cincinnati Reds,Miami Marlins,7,2,H
09/07/2025 23:40,Kansas City Royals,Pittsburgh Pirates,4,3,H
09/07/2025 23:40,Minnesota Twins,Chicago Cubs,4,2,H
09/07/2025 23:45,St. Louis Cardinals,Washington Nationals,2,8,A
10/07/2025 00:10,Houston Astros,Cleveland Guardians,2,4,A
10/07/2025 01:38,Los Angeles Angels,Texas Rangers,11,8,H
10/07/2025 01:40,San Diego Padres,Arizona Diamondbacks,2,8,A
10/07/2025 02:05,Athletics,Atlanta Braves,2,9,A
10/07/2025 16:05,Baltimore Orioles,New York Mets,3,1,H
10/07/2025 17:10,Minnesota Twins,Chicago Cubs,1,8,A
10/07/2025 21:05,Baltimore Orioles,New York Mets,7,3,H
10/07/2025 21:10,Cincinnati Reds,Miami Marlins,6,0,H
10/07/2025 23:05,New York Yankees,Seattle Mariners,6,5,H
10/07/2025 23:10,Boston Red Sox,Tampa Bay Rays,4,3,H
10/07/2025 23:45,St. Louis Cardinals,Washington Nationals,8,1,H
11/07/2025 01:05,Athletics,Atlanta Braves,5,4,H
11/07/2025 01:38,Los Angeles Angels,Texas Rangers,4,11,A
11/07/2025 01:40,San Diego Padres,Arizona Diamondbacks,4,3,H
11/07/2025 19:10,Chicago White Sox,Cleveland Guardians,2,4,A
11/07/2025 23:05,Baltimore Orioles,Miami Marlins,5,2,H
11/07/2025 23:05,New York Yankees,Chicago Cubs,11,0,H
11/07/2025 23:10,Cincinnati Reds,Colorado Rockies,2,3,A
11/07/2025 23:10,Detroit Tigers,Seattle Mariners,3,12,A
11/07/2025 23:10,Boston Red Sox,Tampa Bay Rays,5,4,H
12/07/2025 00:10,Kansas City Royals,New York Mets,3,8,A
12/07/2025 00:10,Houston Astros,Texas Rangers,3,7,A
12/07/2025 00:10,Minnesota Twins,Pittsburgh Pirates,2,1,H
12/07/2025 00:10,Chicago White Sox,Cleveland Guardians,5,4,H
12/07/2025 00:10,Milwaukee Brewers,Washington Nationals,8,3,H
12/07/2025 00:15,St. Louis Cardinals,Atlanta Braves,5,6,A
12/07/2025 01:38,Los Angeles Angels,Arizona Diamondbacks,6,5,H
12/07/2025 01:40,San Diego Padres,Philadelphia Phillies,4,2,H
12/07/2025 02:05,Athletics,Toronto Blue Jays,6,7,A
12/07/2025 02:15,San Francisco Giants,Los Angeles Dodgers,8,7,H
12/07/2025 17:05,New York Yankees,Chicago Cubs,2,5,A
12/07/2025 17:10,Detroit Tigers,Seattle Mariners,7,15,A
12/07/2025 18:10,Minnesota Twins,Pittsburgh Pirates,12,4,H
12/07/2025 18:15,St. Louis Cardinals,Atlanta Braves,6,7,A
12/07/2025 20:05,San Francisco Giants,Los Angeles Dodgers,1,2,A
12/07/2025 20:05,Baltimore Orioles,Miami Marlins,0,6,A
12/07/2025 20:10,Cincinnati Reds,Colorado Rockies,4,3,H
12/07/2025 20:10,Kansas City Royals,New York Mets,1,3,A
12/07/2025 20:10,Boston Red Sox,Tampa Bay Rays,1,0,H
12/07/2025 20:10,Chicago White Sox,Cleveland Guardians,2,6,A
12/07/2025 20:10,Milwaukee Brewers,Washington Nationals,6,5,H
12/07/2025 23:35,Houston Astros,Texas Rangers,5,4,H
12/07/2025 23:35,San Diego Padres,Philadelphia Phillies,5,4,H
13/07/2025 01:38,Los Angeles Angels,Arizona Diamondbacks,10,5,H
13/07/2025 02:05,Athletics,Toronto Blue Jays,4,3,H
13/07/2025 17:35,Boston Red Sox,Tampa Bay Rays,4,1,H
13/07/2025 17:35,Baltimore Orioles,Miami Marlins,1,11,A
13/07/2025 17:35,New York Yankees,Chicago Cubs,1,4,A
13/07/2025 17:40,Cincinnati Reds,Colorado Rockies,4,2,H
13/07/2025 17:40,Detroit Tigers,Seattle Mariners,4,8,A
13/07/2025 18:10,Kansas City Royals,New York Mets,3,2,H
13/07/2025 18:10,Houston Astros,Texas Rangers,1,5,A
13/07/2025 18:10,Minnesota Twins,Pittsburgh Pirates,1,2,A
13/07/2025 18:10,Chicago White Sox,Cleveland Guardians,5,6,A
13/07/2025 18:10,Milwaukee Brewers,Washington Nationals,8,1,H
13/07/2025 18:15,St. Louis Cardinals,Atlanta Braves,5,4,H
13/07/2025 20:05,San Francisco Giants,Los Angeles Dodgers,2,5,A
13/07/2025 20:05,Athletics,Toronto Blue Jays,6,3,H
13/07/2025 20:07,Los Angeles Angels,Arizona Diamondbacks,1,5,A
13/07/2025 20:10,San Diego Padres,Philadelphia Phillies,1,2,A
18/07/2025 18:20,Chicago Cubs,Boston Red Sox,4,1,H
18/07/2025 22:40,Pittsburgh Pirates,Chicago White Sox,1,10,A
18/07/2025 22:45,Washington Nationals,San Diego Padres,2,7,A
18/07/2025 22:45,Philadelphia Phillies,Los Angeles Angels,5,6,A
18/07/2025 23:07,Toronto Blue Jays,San Francisco Giants,4,0,H
18/07/2025 23:10,New York Mets,Cincinnati Reds,4,8,A
18/07/2025 23:10,Cleveland Guardians,Athletics,8,6,H
18/07/2025 23:10,Miami Marlins,Kansas City Royals,8,7,H
18/07/2025 23:15,Atlanta Braves,New York Yankees,7,3,H
18/07/2025 23:35,Tampa Bay Rays,Baltimore Orioles,11,1,H
19/07/2025 00:05,Texas Rangers,Detroit Tigers,2,0,H
19/07/2025 00:40,Colorado Rockies,Minnesota Twins,6,4,H
19/07/2025 01:40,Arizona Diamondbacks,St. Louis Cardinals,7,3,H
19/07/2025 02:10,Seattle Mariners,Houston Astros,6,1,H
19/07/2025 02:10,Los Angeles Dodgers,Milwaukee Brewers,0,2,A
19/07/2025 19:07,Toronto Blue Jays,San Francisco Giants,6,3,H
19/07/2025 20:10,New York Mets,Cincinnati Reds,2,5,A
19/07/2025 20:10,Miami Marlins,Kansas City Royals,3,1,H
19/07/2025 22:05,Philadelphia Phillies,Los Angeles Angels,9,5,H
19/07/2025 22:40,Pittsburgh Pirates,Chicago White Sox,4,10,A
19/07/2025 22:45,Washington Nationals,San Diego Padres,4,2,H
19/07/2025 23:05,Tampa Bay Rays,Baltimore Orioles,4,3,H
19/07/2025 23:05,Texas Rangers,Detroit Tigers,4,1,H
19/07/2025 23:10,Cleveland Guardians,Athletics,2,8,A
19/07/2025 23:15,Chicago Cubs,Boston Red Sox,6,0,H
19/07/2025 23:15,Arizona Diamondbacks,St. Louis Cardinals,10,1,H
19/07/2025 23:15,Atlanta Braves,New York Yankees,9,12,A
20/07/2025 00:10,Colorado Rockies,Minnesota Twins,10,6,H
20/07/2025 01:10,Los Angeles Dodgers,Milwaukee Brewers,7,8,A
20/07/2025 01:40,Seattle Mariners,Houston Astros,7,6,H
20/07/2025 16:05,Toronto Blue Jays,San Francisco Giants,8,6,H
20/07/2025 16:10,Tampa Bay Rays,Baltimore Orioles,3,5,A
20/07/2025 17:35,Washington Nationals,San Diego Padres,1,8,A
20/07/2025 17:35,Philadelphia Phillies,Los Angeles Angels,2,8,A
20/07/2025 17:35,Pittsburgh Pirates,Chicago White Sox,2,7,A
20/07/2025 17:35,Atlanta Braves,New York Yankees,2,4,A
20/07/2025 17:40,New York Mets,Cincinnati Reds,3,2,H
20/07/2025 17:40,Cleveland Guardians,Athletics,8,2,H
20/07/2025 17:40,Miami Marlins,Kansas City Royals,4,7,A
20/07/2025 18:20,Chicago Cubs,Boston Red Sox,1,6,A
20/07/2025 19:10,Colorado Rockies,Minnesota Twins,1,7,A
20/07/2025 20:10,Seattle Mariners,Houston Astros,3,11,A
20/07/2025 20:10,Arizona Diamondbacks,St. Louis Cardinals,5,3,H
20/07/2025 20:10,Los Angeles Dodgers,Milwaukee Brewers,5,6,A
20/07/2025 23:10,Texas Rangers,Detroit Tigers,1,2,A
21/07/2025 22:40,Cleveland Guardians,Baltimore Orioles,10,5,H
21/07/2025 22:40,Pittsburgh Pirates,Detroit Tigers,3,0,H
21/07/2025 22:40,Miami Marlins,San Diego Padres,1,2,A
21/07/2025 22:45,Washington Nationals,Cincinnati Reds,10,8,H
21/07/2025 22:45,Philadelphia Phillies,Boston Red Sox,3,2,H
21/07/2025 23:07,Toronto Blue Jays,New York Yankees,4,1,H
21/07/2025 23:10,New York Mets,Los Angeles Angels,7,5,H
21/07/2025 23:15,Atlanta Braves,San Francisco Giants,9,5,H
21/07/2025 23:35,Tampa Bay Rays,Chicago White Sox,3,8,A
22/07/2025 00:05,Chicago Cubs,Kansas City Royals,4,12,A
22/07/2025 00:05,Texas Rangers,Athletics,7,2,H
22/07/2025 00:40,Colorado Rockies,St. Louis Cardinals,2,6,A
22/07/2025 01:40,Arizona Diamondbacks,Houston Astros,3,6,A
22/07/2025 01:40,Seattle Mariners,Milwaukee Brewers,0,6,A
22/07/2025 02:10,Los Angeles Dodgers,Minnesota Twins,5,2,H
22/07/2025 22:40,Cleveland Guardians,Baltimore Orioles,6,3,H
22/07/2025 22:40,Pittsburgh Pirates,Detroit Tigers,8,5,H
22/07/2025 22:40,Miami Marlins,San Diego Padres,4,3,H
22/07/2025 22:45,Washington Nationals,Cincinnati Reds,6,1,H
22/07/2025 22:45,Philadelphia Phillies,Boston Red Sox,4,1,H
22/07/2025 23:05,Tampa Bay Rays,Chicago White Sox,4,3,H
22/07/2025 23:07,Toronto Blue Jays,New York Yankees,4,5,A
22/07/2025 23:10,New York Mets,Los Angeles Angels,3,2,H
22/07/2025 23:15,Atlanta Braves,San Francisco Giants,0,9,A
23/07/2025 00:05,Chicago Cubs,Kansas City Royals,6,0,H
23/07/2025 00:05,Texas Rangers,Athletics,6,2,H
23/07/2025 00:40,Colorado Rockies,St. Louis Cardinals,8,4,H
23/07/2025 01:40,Arizona Diamondbacks,Houston Astros,1,3,A
23/07/2025 01:40,Seattle Mariners,Milwaukee Brewers,1,0,H
23/07/2025 02:10,Los Angeles Dodgers,Minnesota Twins,7,10,A
23/07/2025 16:05,Washington Nationals,Cincinnati Reds,0,5,A
23/07/2025 16:10,Miami Marlins,San Diego Padres,3,2,H
23/07/2025 16:15,Atlanta Braves,San Francisco Giants,3,9,A
23/07/2025 16:35,Pittsburgh Pirates,Detroit Tigers,6,1,H
23/07/2025 17:10,New York Mets,Los Angeles Angels,6,3,H
23/07/2025 18:20,Chicago Cubs,Kansas City Royals,4,8,A
23/07/2025 19:10,Colorado Rockies,St. Louis Cardinals,6,0,H
23/07/2025 19:40,Arizona Diamondbacks,Houston Astros,3,4,A
23/07/2025 19:40,Seattle Mariners,Milwaukee Brewers,2,10,A
23/07/2025 20:10,Los Angeles Dodgers,Minnesota Twins,4,3,H
23/07/2025 22:40,Cleveland Guardians,Baltimore Orioles,3,2,H
23/07/2025 23:07,Toronto Blue Jays,New York Yankees,8,4,H
23/07/2025 23:10,Philadelphia Phillies,Boston Red Sox,8,9,A
23/07/2025 23:35,Tampa Bay Rays,Chicago White Sox,9,11,A
24/07/2025 00:05,Texas Rangers,Athletics,2,1,H
24/07/2025 17:10,Cleveland Guardians,Baltimore Orioles,3,4,A
24/07/2025 22:40,Detroit Tigers,Toronto Blue Jays,4,11,A
24/07/2025 23:45,St. Louis Cardinals,San Diego Padres,9,7,H
25/07/2025 00:10,Houston Astros,Athletics,2,5,A
25/07/2025 01:38,Los Angeles Angels,Seattle Mariners,2,4,A
25/07/2025 20:10,Milwaukee Brewers,Miami Marlins,1,5,A
25/07/2025 22:40,Pittsburgh Pirates,Arizona Diamondbacks,0,1,A
25/07/2025 23:05,Baltimore Orioles,Colorado Rockies,5,6,A
25/07/2025 23:05,New York Yankees,Philadelphia Phillies,5,12,A
25/07/2025 23:10,Boston Red Sox,Los Angeles Dodgers,2,5,A
25/07/2025 23:10,Cincinnati Reds,Tampa Bay Rays,7,2,H
25/07/2025 23:10,Detroit Tigers,Toronto Blue Jays,2,6,A
25/07/2025 23:15,St. Louis Cardinals,San Diego Padres,3,0,H
25/07/2025 23:40,Chicago White Sox,Chicago Cubs,12,5,H
26/07/2025 00:05,Texas Rangers,Atlanta Braves,8,3,H
26/07/2025 00:10,Houston Astros,Athletics,3,15,A
26/07/2025 00:10,Minnesota Twins,Washington Nationals,1,0,H
26/07/2025 01:38,Los Angeles Angels,Seattle Mariners,3,2,H
26/07/2025 02:15,San Francisco Giants,New York Mets,1,8,A
26/07/2025 17:05,New York Yankees,Philadelphia Phillies,4,9,A
26/07/2025 18:40,Kansas City Royals,Cleveland Guardians,5,3,H
26/07/2025 22:10,Detroit Tigers,Toronto Blue Jays,1,6,A
26/07/2025 22:40,Pittsburgh Pirates,Arizona Diamondbacks,2,0,H
26/07/2025 22:40,Cincinnati Reds,Tampa Bay Rays,6,2,H
26/07/2025 23:05,Baltimore Orioles,Colorado Rockies,18,0,H
26/07/2025 23:05,Texas Rangers,Atlanta Braves,6,5,H
26/07/2025 23:10,Houston Astros,Athletics,1,5,A
26/07/2025 23:10,Minnesota Twins,Washington Nationals,3,9,A
26/07/2025 23:10,Chicago White Sox,Chicago Cubs,1,6,A
26/07/2025 23:10,Milwaukee Brewers,Miami Marlins,4,7,A
26/07/2025 23:15,Kansas City Royals,Cleveland Guardians,4,6,A
