Date,HomeTeam,AwayTeam,HomeScore,AwayScore,FTR
25/05/2025 17:35,Pittsburgh Pirates,Milwaukee Brewers,5,6,A
25/05/2025 17:40,Cincinnati Reds,Chicago Cubs,8,11,A
25/05/2025 17:40,Tampa Bay Rays,Toronto Blue Jays,13,0,H
25/05/2025 18:10,Houston Astros,Seattle Mariners,5,3,H
25/05/2025 18:10,Minnesota Twins,Kansas City Royals,1,2,A
25/05/2025 18:10,Chicago White Sox,Texas Rangers,4,5,A
25/05/2025 18:15,St. Louis Cardinals,Arizona Diamondbacks,4,3,H
25/05/2025 19:10,Colorado Rockies,New York Yankees,4,5,A
25/05/2025 20:05,Athletics,Philadelphia Phillies,5,4,H
25/05/2025 20:07,Los Angeles Angels,Miami Marlins,0,3,A
25/05/2025 20:10,Atlanta Braves,San Diego Padres,3,5,A
25/05/2025 23:10,New York Mets,Los Angeles Dodgers,3,1,H
26/05/2025 17:10,Detroit Tigers,San Francisco Giants,3,1,H
26/05/2025 18:10,Milwaukee Brewers,Boston Red Sox,3,2,H
26/05/2025 18:20,Chicago Cubs,Colorado Rockies,3,1,H
26/05/2025 19:05,Baltimore Orioles,St. Louis Cardinals,5,2,H
26/05/2025 20:05,Texas Rangers,Toronto Blue Jays,1,2,A
26/05/2025 20:10,Kansas City Royals,Cincinnati Reds,4,7,A
26/05/2025 20:10,New York Mets,Chicago White Sox,2,1,H
26/05/2025 22:10,Cleveland Guardians,Los Angeles Dodgers,2,7,A
26/05/2025 23:05,Tampa Bay Rays,Minnesota Twins,7,2,H
27/05/2025 00:10,Arizona Diamondbacks,Pittsburgh Pirates,5,0,H
27/05/2025 00:40,San Diego Padres,Miami Marlins,4,3,H
27/05/2025 01:38,Los Angeles Angels,New York Yankees,1,5,A
27/05/2025 22:10,Cleveland Guardians,Los Angeles Dodgers,5,9,A
27/05/2025 22:35,Baltimore Orioles,St. Louis Cardinals,4,7,A
27/05/2025 22:40,Detroit Tigers,San Francisco Giants,3,1,H
27/05/2025 22:45,Philadelphia Phillies,Atlanta Braves,2,0,H
27/05/2025 23:05,Tampa Bay Rays,Minnesota Twins,2,4,A
27/05/2025 23:10,New York Mets,Chicago White Sox,6,4,H
27/05/2025 23:40,Kansas City Royals,Cincinnati Reds,2,7,A
27/05/2025 23:40,Milwaukee Brewers,Boston Red Sox,5,1,H
28/05/2025 00:05,Chicago Cubs,Colorado Rockies,4,3,H
28/05/2025 00:05,Texas Rangers,Toronto Blue Jays,2,0,H
28/05/2025 00:10,Houston Astros,Athletics,11,1,H
28/05/2025 01:38,Los Angeles Angels,New York Yankees,2,3,A
28/05/2025 01:40,Arizona Diamondbacks,Pittsburgh Pirates,6,9,A
28/05/2025 01:40,Seattle Mariners,Washington Nationals,9,1,H
28/05/2025 01:40,San Diego Padres,Miami Marlins,8,6,H
28/05/2025 17:10,Cleveland Guardians,Los Angeles Dodgers,7,4,H
28/05/2025 17:10,Detroit Tigers,San Francisco Giants,4,3,H
28/05/2025 17:10,Tampa Bay Rays,Minnesota Twins,5,0,H
28/05/2025 17:10,Milwaukee Brewers,Boston Red Sox,6,5,H
28/05/2025 17:10,New York Mets,Chicago White Sox,4,9,A
28/05/2025 18:10,Houston Astros,Athletics,5,3,H
28/05/2025 19:40,Arizona Diamondbacks,Pittsburgh Pirates,1,10,A
28/05/2025 20:10,San Diego Padres,Miami Marlins,8,10,A
28/05/2025 22:35,Baltimore Orioles,St. Louis Cardinals,4,6,A
28/05/2025 23:40,Kansas City Royals,Cincinnati Reds,3,2,H
29/05/2025 00:05,Chicago Cubs,Colorado Rockies,2,1,H
29/05/2025 00:05,Texas Rangers,Toronto Blue Jays,0,2,A
29/05/2025 01:38,Los Angeles Angels,New York Yankees,0,1,A
29/05/2025 01:40,Seattle Mariners,Washington Nationals,0,9,A
29/05/2025 17:05,Philadelphia Phillies,Atlanta Braves,5,4,H
29/05/2025 22:45,Philadelphia Phillies,Atlanta Braves,3,9,A
29/05/2025 23:07,Toronto Blue Jays,Athletics,12,0,H
30/05/2025 00:10,Houston Astros,Tampa Bay Rays,3,13,A
30/05/2025 01:40,Seattle Mariners,Washington Nationals,3,9,A
30/05/2025 18:20,Chicago Cubs,Cincinnati Reds,2,6,A
30/05/2025 20:30,Baltimore Orioles,Chicago White Sox,2,1,H
30/05/2025 22:45,Philadelphia Phillies,Milwaukee Brewers,2,6,A
30/05/2025 23:07,Toronto Blue Jays,Athletics,11,7,H
30/05/2025 23:10,Cleveland Guardians,Los Angeles Angels,1,4,A
30/05/2025 23:10,New York Mets,Colorado Rockies,4,2,H
30/05/2025 23:10,Miami Marlins,San Francisco Giants,0,2,A
30/05/2025 23:15,Atlanta Braves,Boston Red Sox,1,5,A
31/05/2025 00:05,Texas Rangers,St. Louis Cardinals,11,1,H
31/05/2025 00:10,Kansas City Royals,Detroit Tigers,5,7,A
31/05/2025 00:10,Houston Astros,Tampa Bay Rays,2,1,H
31/05/2025 01:40,Arizona Diamondbacks,Washington Nationals,7,9,A
31/05/2025 01:40,San Diego Padres,Pittsburgh Pirates,3,2,H
31/05/2025 02:10,Seattle Mariners,Minnesota Twins,6,12,A
31/05/2025 02:10,Los Angeles Dodgers,New York Yankees,8,5,H
31/05/2025 18:20,Chicago Cubs,Cincinnati Reds,2,0,H
31/05/2025 19:07,Toronto Blue Jays,Athletics,8,7,H
31/05/2025 20:05,Texas Rangers,St. Louis Cardinals,0,2,A
31/05/2025 20:05,Baltimore Orioles,Chicago White Sox,4,2,H
31/05/2025 20:05,Philadelphia Phillies,Milwaukee Brewers,7,17,A
31/05/2025 20:10,Cleveland Guardians,Los Angeles Angels,7,5,H
31/05/2025 20:10,Kansas City Royals,Detroit Tigers,1,0,H
31/05/2025 20:10,New York Mets,Colorado Rockies,8,2,H
31/05/2025 20:10,Houston Astros,Tampa Bay Rays,3,16,A
31/05/2025 20:10,Atlanta Braves,Boston Red Sox,5,0,H
31/05/2025 20:10,Miami Marlins,San Francisco Giants,1,0,H
31/05/2025 23:15,Seattle Mariners,Minnesota Twins,5,4,H
31/05/2025 23:15,Los Angeles Dodgers,New York Yankees,18,2,H
01/06/2025 01:40,San Diego Padres,Pittsburgh Pirates,0,5,A
01/06/2025 02:10,Arizona Diamondbacks,Washington Nationals,7,11,A
01/06/2025 17:05,Texas Rangers,St. Louis Cardinals,8,1,H
01/06/2025 17:35,Atlanta Braves,Boston Red Sox,1,3,A
01/06/2025 17:35,Baltimore Orioles,Chicago White Sox,3,2,H
01/06/2025 17:35,Philadelphia Phillies,Milwaukee Brewers,2,5,A
01/06/2025 17:37,Toronto Blue Jays,Athletics,8,4,H
01/06/2025 17:40,Cleveland Guardians,Los Angeles Angels,4,2,H
01/06/2025 17:40,New York Mets,Colorado Rockies,5,3,H
01/06/2025 17:40,Miami Marlins,San Francisco Giants,2,4,A
01/06/2025 18:10,Kansas City Royals,Detroit Tigers,0,1,A
01/06/2025 18:10,Houston Astros,Tampa Bay Rays,1,0,H
01/06/2025 18:20,Chicago Cubs,Cincinnati Reds,7,3,H
01/06/2025 20:10,Arizona Diamondbacks,Washington Nationals,3,1,H
01/06/2025 20:10,Seattle Mariners,Minnesota Twins,2,1,H
01/06/2025 21:10,San Diego Padres,Pittsburgh Pirates,6,4,H
01/06/2025 23:10,Los Angeles Dodgers,New York Yankees,3,7,A
02/06/2025 22:40,Miami Marlins,Colorado Rockies,4,6,A
02/06/2025 23:10,Boston Red Sox,Los Angeles Angels,6,7,A
02/06/2025 23:10,Cincinnati Reds,Milwaukee Brewers,2,3,A
02/06/2025 23:40,Chicago White Sox,Detroit Tigers,1,13,A
03/06/2025 01:45,San Francisco Giants,San Diego Padres,0,1,A
03/06/2025 02:05,Athletics,Minnesota Twins,4,10,A
03/06/2025 02:10,Los Angeles Dodgers,New York Mets,3,4,A
03/06/2025 22:40,Pittsburgh Pirates,Houston Astros,0,3,A
03/06/2025 22:40,Miami Marlins,Colorado Rockies,2,3,A
03/06/2025 22:45,Washington Nationals,Chicago Cubs,3,8,A
03/06/2025 23:05,New York Yankees,Cleveland Guardians,3,2,H
03/06/2025 23:07,Toronto Blue Jays,Philadelphia Phillies,3,8,A
03/06/2025 23:10,Boston Red Sox,Los Angeles Angels,3,4,A
03/06/2025 23:10,Cincinnati Reds,Milwaukee Brewers,4,2,H
03/06/2025 23:15,Atlanta Braves,Arizona Diamondbacks,3,8,A
03/06/2025 23:35,Tampa Bay Rays,Texas Rangers,5,1,H
03/06/2025 23:40,Chicago White Sox,Detroit Tigers,8,1,H
03/06/2025 23:45,St. Louis Cardinals,Kansas City Royals,7,10,A
04/06/2025 01:40,Seattle Mariners,Baltimore Orioles,1,5,A
04/06/2025 01:45,San Francisco Giants,San Diego Padres,2,3,A
04/06/2025 02:05,Athletics,Minnesota Twins,3,10,A
04/06/2025 02:10,Los Angeles Dodgers,New York Mets,6,5,H
04/06/2025 16:10,Miami Marlins,Colorado Rockies,2,3,A
04/06/2025 16:40,Cincinnati Reds,Milwaukee Brewers,1,9,A
04/06/2025 17:35,Boston Red Sox,Los Angeles Angels,11,9,H
04/06/2025 22:40,Pittsburgh Pirates,Houston Astros,3,0,H
04/06/2025 22:45,Washington Nationals,Chicago Cubs,2,0,H
04/06/2025 23:05,New York Yankees,Cleveland Guardians,0,4,A
04/06/2025 23:07,Toronto Blue Jays,Philadelphia Phillies,2,1,H
04/06/2025 23:15,Atlanta Braves,Arizona Diamondbacks,1,2,A
04/06/2025 23:35,Tampa Bay Rays,Texas Rangers,5,4,H
04/06/2025 23:40,Chicago White Sox,Detroit Tigers,4,5,A
05/06/2025 01:40,Seattle Mariners,Baltimore Orioles,2,3,A
05/06/2025 01:45,San Francisco Giants,San Diego Padres,6,5,H
05/06/2025 02:05,Athletics,Minnesota Twins,1,6,A
05/06/2025 02:10,Los Angeles Dodgers,New York Mets,1,6,A
05/06/2025 16:15,Atlanta Braves,Arizona Diamondbacks,10,11,A
05/06/2025 17:45,St. Louis Cardinals,Kansas City Royals,6,5,H
05/06/2025 18:10,Chicago White Sox,Detroit Tigers,3,2,H
05/06/2025 19:07,Toronto Blue Jays,Philadelphia Phillies,9,1,H
05/06/2025 19:35,Athletics,Minnesota Twins,14,3,H
05/06/2025 19:40,Seattle Mariners,Baltimore Orioles,3,4,A
05/06/2025 19:45,San Francisco Giants,San Diego Padres,3,2,H
05/06/2025 20:10,Los Angeles Dodgers,New York Mets,6,5,H
05/06/2025 22:40,Pittsburgh Pirates,Houston Astros,2,8,A
05/06/2025 22:45,Washington Nationals,Chicago Cubs,1,7,A
05/06/2025 23:05,New York Yankees,Cleveland Guardians,4,0,H
05/06/2025 23:35,Tampa Bay Rays,Texas Rangers,4,3,H
05/06/2025 23:45,St. Louis Cardinals,Kansas City Royals,5,7,A
06/06/2025 17:10,Tampa Bay Rays,Miami Marlins,4,3,H
06/06/2025 22:40,Pittsburgh Pirates,Philadelphia Phillies,5,4,H
06/06/2025 22:45,Washington Nationals,Texas Rangers,2,0,H
06/06/2025 23:05,New York Yankees,Boston Red Sox,9,6,H
06/06/2025 23:10,Detroit Tigers,Chicago Cubs,3,1,H
06/06/2025 23:10,Cleveland Guardians,Houston Astros,2,4,A
06/06/2025 23:40,Chicago White Sox,Kansas City Royals,7,2,H
07/06/2025 00:10,Minnesota Twins,Toronto Blue Jays,4,6,A
07/06/2025 00:10,Milwaukee Brewers,San Diego Padres,0,2,A
07/06/2025 00:15,St. Louis Cardinals,Los Angeles Dodgers,5,0,H
07/06/2025 00:40,Colorado Rockies,New York Mets,2,4,A
07/06/2025 01:38,Los Angeles Angels,Seattle Mariners,5,4,H
07/06/2025 02:05,Athletics,Baltimore Orioles,5,4,H
07/06/2025 02:15,San Francisco Giants,Atlanta Braves,5,4,H
07/06/2025 17:10,Detroit Tigers,Chicago Cubs,1,6,A
07/06/2025 18:10,Cincinnati Reds,Arizona Diamondbacks,4,3,H
07/06/2025 18:10,Minnesota Twins,Toronto Blue Jays,4,5,A
07/06/2025 18:15,St. Louis Cardinals,Los Angeles Dodgers,2,1,H
07/06/2025 20:05,Washington Nationals,Texas Rangers,0,5,A
07/06/2025 20:05,Pittsburgh Pirates,Philadelphia Phillies,2,1,H
07/06/2025 20:05,San Francisco Giants,Atlanta Braves,3,2,H
07/06/2025 20:10,Cincinnati Reds,Arizona Diamondbacks,13,1,H
07/06/2025 20:10,Cleveland Guardians,Houston Astros,3,5,A
07/06/2025 20:10,Chicago White Sox,Kansas City Royals,4,1,H
07/06/2025 20:10,Tampa Bay Rays,Miami Marlins,10,11,A
07/06/2025 23:35,New York Yankees,Boston Red Sox,7,10,A
07/06/2025 23:35,Milwaukee Brewers,San Diego Padres,4,3,H
08/06/2025 01:38,Los Angeles Angels,Seattle Mariners,8,6,H
08/06/2025 01:40,Colorado Rockies,New York Mets,1,8,A
08/06/2025 02:05,Athletics,Baltimore Orioles,4,7,A
08/06/2025 16:10,Tampa Bay Rays,Miami Marlins,3,2,H
08/06/2025 17:05,Milwaukee Brewers,San Diego Padres,0,1,A
08/06/2025 17:35,Washington Nationals,Texas Rangers,2,4,A
08/06/2025 17:35,Pittsburgh Pirates,Philadelphia Phillies,2,1,H
08/06/2025 17:40,Cincinnati Reds,Arizona Diamondbacks,4,2,H
08/06/2025 17:40,Detroit Tigers,Chicago Cubs,4,0,H
08/06/2025 17:40,Cleveland Guardians,Houston Astros,4,2,H
08/06/2025 18:10,Minnesota Twins,Toronto Blue Jays,6,3,H
08/06/2025 18:10,Chicago White Sox,Kansas City Royals,5,7,A
08/06/2025 18:15,St. Louis Cardinals,Los Angeles Dodgers,3,7,A
08/06/2025 19:10,Colorado Rockies,New York Mets,5,13,A
08/06/2025 20:05,Athletics,Baltimore Orioles,5,1,H
08/06/2025 20:05,San Francisco Giants,Atlanta Braves,4,3,H
08/06/2025 20:07,Los Angeles Angels,Seattle Mariners,2,3,A
08/06/2025 23:10,New York Yankees,Boston Red Sox,7,11,A
09/06/2025 22:40,Cleveland Guardians,Cincinnati Reds,4,7,A
09/06/2025 22:40,Pittsburgh Pirates,Miami Marlins,10,3,H
09/06/2025 22:45,Philadelphia Phillies,Chicago Cubs,4,3,H
09/06/2025 23:10,Boston Red Sox,Tampa Bay Rays,8,10,A
09/06/2025 23:40,Milwaukee Brewers,Atlanta Braves,1,7,A
09/06/2025 23:45,St. Louis Cardinals,Toronto Blue Jays,4,5,A
10/06/2025 01:38,Los Angeles Angels,Athletics,7,4,H
10/06/2025 01:40,San Diego Padres,Los Angeles Dodgers,7,8,A
10/06/2025 01:40,Arizona Diamondbacks,Seattle Mariners,8,4,H
10/06/2025 22:35,Baltimore Orioles,Detroit Tigers,3,5,A
10/06/2025 22:40,Cleveland Guardians,Cincinnati Reds,0,1,A
10/06/2025 22:40,Pittsburgh Pirates,Miami Marlins,2,3,A
10/06/2025 22:45,Philadelphia Phillies,Chicago Cubs,4,8,A
10/06/2025 23:10,New York Mets,Washington Nationals,5,4,H
10/06/2025 23:10,Boston Red Sox,Tampa Bay Rays,3,1,H
10/06/2025 23:40,Minnesota Twins,Texas Rangers,4,16,A
10/06/2025 23:40,Kansas City Royals,New York Yankees,2,10,A
10/06/2025 23:40,Milwaukee Brewers,Atlanta Braves,4,1,H
10/06/2025 23:45,St. Louis Cardinals,Toronto Blue Jays,9,10,A
11/06/2025 00:10,Houston Astros,Chicago White Sox,2,4,A
11/06/2025 00:40,Colorado Rockies,San Francisco Giants,5,6,A
11/06/2025 01:38,Los Angeles Angels,Athletics,2,1,H
11/06/2025 01:40,San Diego Padres,Los Angeles Dodgers,11,1,H
11/06/2025 01:40,Arizona Diamondbacks,Seattle Mariners,10,3,H
11/06/2025 16:35,Pittsburgh Pirates,Miami Marlins,5,2,H
11/06/2025 17:05,Philadelphia Phillies,Chicago Cubs,7,2,H
11/06/2025 17:10,Cleveland Guardians,Cincinnati Reds,11,2,H
11/06/2025 18:10,Milwaukee Brewers,Atlanta Braves,2,6,A
11/06/2025 18:15,St. Louis Cardinals,Toronto Blue Jays,2,5,A
11/06/2025 19:40,Arizona Diamondbacks,Seattle Mariners,5,2,H
11/06/2025 20:07,Los Angeles Angels,Athletics,6,5,H
11/06/2025 20:10,San Diego Padres,Los Angeles Dodgers,2,5,A
11/06/2025 22:35,Baltimore Orioles,Detroit Tigers,10,1,H
11/06/2025 23:10,New York Mets,Washington Nationals,5,0,H
11/06/2025 23:10,Boston Red Sox,Tampa Bay Rays,4,3,H
11/06/2025 23:40,Minnesota Twins,Texas Rangers,6,2,H
11/06/2025 23:40,Kansas City Royals,New York Yankees,3,6,A
12/06/2025 00:10,Houston Astros,Chicago White Sox,10,2,H
12/06/2025 00:40,Colorado Rockies,San Francisco Giants,7,10,A
12/06/2025 17:10,New York Mets,Washington Nationals,4,3,H
12/06/2025 17:10,Minnesota Twins,Texas Rangers,3,16,A
12/06/2025 19:10,Colorado Rockies,San Francisco Giants,8,7,H
12/06/2025 22:35,Baltimore Orioles,Detroit Tigers,1,4,A
12/06/2025 23:40,Kansas City Royals,New York Yankees,0,1,A
12/06/2025 23:40,Milwaukee Brewers,St. Louis Cardinals,6,0,H
13/06/2025 00:05,Chicago Cubs,Pittsburgh Pirates,3,2,H
13/06/2025 00:10,Houston Astros,Chicago White Sox,4,3,H
13/06/2025 18:20,Chicago Cubs,Pittsburgh Pirates,1,2,A
13/06/2025 22:45,Philadelphia Phillies,Toronto Blue Jays,8,0,H
13/06/2025 22:45,Washington Nationals,Miami Marlins,9,11,A
13/06/2025 23:08,Baltimore Orioles,Los Angeles Angels,2,0,H
13/06/2025 23:10,Detroit Tigers,Cincinnati Reds,11,5,H
13/06/2025 23:10,New York Mets,Tampa Bay Rays,5,7,A
13/06/2025 23:10,Boston Red Sox,New York Yankees,2,1,H
13/06/2025 23:15,Atlanta Braves,Colorado Rockies,12,4,H
14/06/2025 00:05,Texas Rangers,Chicago White Sox,3,1,H
14/06/2025 00:10,Kansas City Royals,Athletics,4,6,A
14/06/2025 00:10,Houston Astros,Minnesota Twins,10,3,H
14/06/2025 00:10,Milwaukee Brewers,St. Louis Cardinals,3,2,H
14/06/2025 01:40,Arizona Diamondbacks,San Diego Padres,5,1,H
14/06/2025 02:10,Seattle Mariners,Cleveland Guardians,7,2,H
14/06/2025 02:10,Los Angeles Dodgers,San Francisco Giants,2,6,A
14/06/2025 17:05,Washington Nationals,Miami Marlins,3,4,A
14/06/2025 17:10,Detroit Tigers,Cincinnati Reds,1,11,A
14/06/2025 18:20,Chicago Cubs,Pittsburgh Pirates,2,1,H
14/06/2025 20:05,Baltimore Orioles,Los Angeles Angels,6,5,H
14/06/2025 20:05,Philadelphia Phillies,Toronto Blue Jays,3,2,H
14/06/2025 20:05,Texas Rangers,Chicago White Sox,5,4,H
14/06/2025 20:10,Kansas City Royals,Athletics,0,4,A
14/06/2025 20:10,New York Mets,Tampa Bay Rays,4,8,A
14/06/2025 20:10,Houston Astros,Minnesota Twins,3,2,H
14/06/2025 20:10,Atlanta Braves,Colorado Rockies,4,1,H
14/06/2025 20:10,Milwaukee Brewers,St. Louis Cardinals,5,8,A
14/06/2025 23:15,Arizona Diamondbacks,San Diego Padres,8,7,H
14/06/2025 23:15,Boston Red Sox,New York Yankees,4,3,H
15/06/2025 01:40,Seattle Mariners,Cleveland Guardians,4,3,H
15/06/2025 02:10,Los Angeles Dodgers,San Francisco Giants,11,5,H
15/06/2025 16:05,Detroit Tigers,Cincinnati Reds,4,8,A
15/06/2025 17:35,Baltimore Orioles,Los Angeles Angels,11,2,H
15/06/2025 17:35,Philadelphia Phillies,Toronto Blue Jays,11,4,H
15/06/2025 17:35,Atlanta Braves,Colorado Rockies,1,10,A
15/06/2025 17:35,Washington Nationals,Miami Marlins,1,3,A
15/06/2025 17:35,Boston Red Sox,New York Yankees,2,0,H
15/06/2025 17:40,New York Mets,Tampa Bay Rays,0,9,A
15/06/2025 18:10,Kansas City Royals,Athletics,2,3,A
15/06/2025 18:10,Houston Astros,Minnesota Twins,2,1,H
15/06/2025 18:10,Milwaukee Brewers,St. Louis Cardinals,3,2,H
15/06/2025 18:20,Chicago Cubs,Pittsburgh Pirates,3,2,H
15/06/2025 18:35,Texas Rangers,Chicago White Sox,2,1,H
15/06/2025 20:10,Arizona Diamondbacks,San Diego Padres,2,8,A
15/06/2025 20:10,Seattle Mariners,Cleveland Guardians,6,0,H
15/06/2025 23:10,Los Angeles Dodgers,San Francisco Giants,5,4,H
16/06/2025 22:40,Miami Marlins,Philadelphia Phillies,2,5,A
16/06/2025 22:45,Washington Nationals,Colorado Rockies,4,6,A
16/06/2025 23:05,New York Yankees,Los Angeles Angels,0,1,A
16/06/2025 23:35,Tampa Bay Rays,Baltimore Orioles,7,1,H
17/06/2025 01:40,Seattle Mariners,Boston Red Sox,0,2,A
17/06/2025 02:05,Athletics,Houston Astros,3,1,H
17/06/2025 02:10,Los Angeles Dodgers,San Diego Padres,6,3,H
17/06/2025 22:10,Miami Marlins,Philadelphia Phillies,8,3,H
17/06/2025 22:40,Detroit Tigers,Pittsburgh Pirates,7,3,H
17/06/2025 22:45,Washington Nationals,Colorado Rockies,6,10,A
17/06/2025 23:05,New York Yankees,Los Angeles Angels,0,4,A
17/06/2025 23:07,Toronto Blue Jays,Arizona Diamondbacks,5,4,H
17/06/2025 23:10,Cincinnati Reds,Minnesota Twins,6,5,H
17/06/2025 23:15,Atlanta Braves,New York Mets,5,4,H
17/06/2025 23:35,Tampa Bay Rays,Baltimore Orioles,1,5,A
17/06/2025 23:40,Chicago White Sox,St. Louis Cardinals,2,12,A
18/06/2025 00:05,Texas Rangers,Kansas City Royals,1,6,A
18/06/2025 00:05,Chicago Cubs,Milwaukee Brewers,5,3,H
18/06/2025 01:40,Seattle Mariners,Boston Red Sox,8,0,H
18/06/2025 01:45,San Francisco Giants,Cleveland Guardians,2,3,A
18/06/2025 02:05,Athletics,Houston Astros,3,13,A
18/06/2025 02:10,Los Angeles Dodgers,San Diego Padres,8,6,H
18/06/2025 20:10,Seattle Mariners,Boston Red Sox,1,3,A
18/06/2025 22:40,Miami Marlins,Philadelphia Phillies,2,4,A
18/06/2025 22:45,Washington Nationals,Colorado Rockies,1,3,A
18/06/2025 23:05,New York Yankees,Los Angeles Angels,2,3,A
18/06/2025 23:07,Toronto Blue Jays,Arizona Diamondbacks,8,1,H
18/06/2025 23:10,Cincinnati Reds,Minnesota Twins,4,2,H
18/06/2025 23:15,Atlanta Braves,New York Mets,5,0,H
18/06/2025 23:35,Tampa Bay Rays,Baltimore Orioles,12,8,H
19/06/2025 00:05,Texas Rangers,Kansas City Royals,3,6,A
19/06/2025 01:45,San Francisco Giants,Cleveland Guardians,2,4,A
19/06/2025 02:05,Athletics,Houston Astros,4,11,A
19/06/2025 02:10,Los Angeles Dodgers,San Diego Padres,4,3,H
19/06/2025 16:40,Cincinnati Reds,Minnesota Twins,5,12,A
19/06/2025 17:05,Washington Nationals,Colorado Rockies,4,3,H
19/06/2025 17:05,New York Yankees,Los Angeles Angels,7,3,H
19/06/2025 17:10,Detroit Tigers,Pittsburgh Pirates,9,2,H
19/06/2025 18:10,Chicago White Sox,St. Louis Cardinals,4,5,A
19/06/2025 18:15,Chicago White Sox,St. Louis Cardinals,6,8,A
19/06/2025 18:20,Chicago Cubs,Milwaukee Brewers,7,8,A
19/06/2025 18:35,Texas Rangers,Kansas City Royals,1,4,A
19/06/2025 19:07,Toronto Blue Jays,Arizona Diamondbacks,5,9,A
19/06/2025 20:05,San Francisco Giants,Cleveland Guardians,2,1,H
19/06/2025 22:10,Detroit Tigers,Pittsburgh Pirates,4,8,A
19/06/2025 22:40,Miami Marlins,Philadelphia Phillies,1,2,A
19/06/2025 23:15,Atlanta Braves,New York Mets,7,1,H
19/06/2025 23:35,Tampa Bay Rays,Baltimore Orioles,1,4,A
20/06/2025 02:05,Athletics,Houston Astros,6,4,H
20/06/2025 02:10,Los Angeles Dodgers,San Diego Padres,3,5,A
20/06/2025 18:20,Chicago Cubs,Seattle Mariners,4,9,A
20/06/2025 22:40,Pittsburgh Pirates,Texas Rangers,2,6,A
20/06/2025 23:05,Tampa Bay Rays,Detroit Tigers,14,8,H
20/06/2025 23:05,New York Yankees,Baltimore Orioles,3,5,A
20/06/2025 23:07,Toronto Blue Jays,Chicago White Sox,1,7,A
20/06/2025 23:10,Miami Marlins,Atlanta Braves,6,2,H
20/06/2025 23:15,St. Louis Cardinals,Cincinnati Reds,6,1,H
20/06/2025 23:15,Philadelphia Phillies,New York Mets,10,2,H
21/06/2025 00:10,Minnesota Twins,Milwaukee Brewers,6,17,A
21/06/2025 00:40,Colorado Rockies,Arizona Diamondbacks,8,14,A
21/06/2025 01:38,Los Angeles Angels,Houston Astros,2,3,A
21/06/2025 01:40,San Diego Padres,Kansas City Royals,5,6,A
21/06/2025 02:05,Athletics,Cleveland Guardians,5,1,H
21/06/2025 02:10,Los Angeles Dodgers,Washington Nationals,6,5,H
21/06/2025 02:15,San Francisco Giants,Boston Red Sox,5,7,A
21/06/2025 16:10,Tampa Bay Rays,Detroit Tigers,8,3,H
21/06/2025 17:05,New York Yankees,Baltimore Orioles,9,0,H
21/06/2025 18:10,Minnesota Twins,Milwaukee Brewers,0,9,A
21/06/2025 18:15,St. Louis Cardinals,Cincinnati Reds,6,5,H
21/06/2025 18:20,Chicago Cubs,Seattle Mariners,10,7,H
21/06/2025 19:07,Toronto Blue Jays,Chicago White Sox,7,1,H
21/06/2025 20:05,San Francisco Giants,Boston Red Sox,3,2,H
21/06/2025 20:05,Pittsburgh Pirates,Texas Rangers,2,3,A
21/06/2025 20:10,Miami Marlins,Atlanta Braves,0,7,A
21/06/2025 23:15,San Diego Padres,Kansas City Royals,5,1,H
21/06/2025 23:15,Philadelphia Phillies,New York Mets,4,11,A
22/06/2025 01:10,Colorado Rockies,Arizona Diamondbacks,3,5,A
22/06/2025 01:38,Los Angeles Angels,Houston Astros,9,1,H
22/06/2025 02:05,Athletics,Cleveland Guardians,2,4,A
22/06/2025 02:10,Los Angeles Dodgers,Washington Nationals,3,7,A
22/06/2025 15:35,New York Yankees,Baltimore Orioles,4,2,H
22/06/2025 16:10,Tampa Bay Rays,Detroit Tigers,3,9,A
22/06/2025 17:35,Pittsburgh Pirates,Texas Rangers,8,3,H
22/06/2025 17:37,Toronto Blue Jays,Chicago White Sox,2,4,A
22/06/2025 17:40,Miami Marlins,Atlanta Braves,5,3,H
22/06/2025 18:10,Minnesota Twins,Milwaukee Brewers,8,9,A
22/06/2025 18:15,St. Louis Cardinals,Cincinnati Reds,1,4,A
22/06/2025 18:20,Chicago Cubs,Seattle Mariners,6,14,A
22/06/2025 19:10,Colorado Rockies,Arizona Diamondbacks,4,2,H
22/06/2025 20:05,Athletics,Cleveland Guardians,0,3,A
22/06/2025 20:05,San Francisco Giants,Boston Red Sox,9,5,H
22/06/2025 20:07,Los Angeles Angels,Houston Astros,7,8,A
22/06/2025 20:10,Los Angeles Dodgers,Washington Nationals,13,7,H
22/06/2025 20:10,San Diego Padres,Kansas City Royals,3,2,H
22/06/2025 23:10,Philadelphia Phillies,New York Mets,7,1,H
23/06/2025 22:35,Baltimore Orioles,Texas Rangers,6,0,H
23/06/2025 23:10,New York Mets,Atlanta Braves,2,3,A
23/06/2025 23:10,Cincinnati Reds,New York Yankees,6,1,H
23/06/2025 23:40,Minnesota Twins,Seattle Mariners,2,11,A
23/06/2025 23:40,Chicago White Sox,Arizona Diamondbacks,0,10,A
23/06/2025 23:40,Milwaukee Brewers,Pittsburgh Pirates,4,5,A
23/06/2025 23:45,St. Louis Cardinals,Chicago Cubs,8,2,H
24/06/2025 01:38,Los Angeles Angels,Boston Red Sox,9,5,H
24/06/2025 01:40,San Diego Padres,Washington Nationals,6,10,A
